Ground Truth ACE,Median Estimation ACE,Mean Estimation ACE,P5 ACE,P25 ACE,P50 ACE,P75 ACE,P95 ACE,Ground Truth Fre,Median Estimation Fre,Mean Estimation Fre,P5 Fre,P25 Fre,P50 Fre,P75 Fre,P95 Fre
46.53,24.070656787753254,24.04312259461338,19.76257400720402,22.22418902339126,24.070656787753254,25.90720415141182,28.407994636892926,38.61,36.304532590593084,36.34085878518315,31.55897636134995,34.26294099577049,36.304532590593084,38.42188074408902,41.18537122911397
21.48,24.682981305748037,24.667512750924043,19.509344930086446,22.661366664805215,24.682981305748037,26.827341524863797,29.573545629960503,38.61,38.149596151474725,38.22213759867298,33.412402817135444,36.30613964029453,38.149596151474725,40.130698632363874,43.04653032301503
21.83,26.25568029849269,26.3210139433774,21.373202188387836,24.196677011984846,26.25568029849269,28.318638179560224,31.854398736054087,38.61,38.2958375236,38.322872596058396,33.866836427497645,36.432677748353186,38.2958375236,40.31005629875523,42.699652048830124
22.28,26.000799132960047,26.019298345640102,20.573192274988482,23.807418444541632,26.000799132960047,28.297655974018063,31.327918295484015,38.61,39.1419038783844,39.19647001085396,34.56199269386049,37.15518647790423,39.1419038783844,41.24317511692533,43.969615319701816
22.8,25.303516755764136,25.22454028468561,19.67779845926867,22.90735347971539,25.303516755764136,27.415622648701095,31.082493819965148,38.61,39.04018125028313,39.00373238799917,33.99956250164401,36.999686109286586,39.04018125028313,41.129321686510615,44.10762683222233
46.75,27.95599706066733,28.03458448930389,22.325691979198268,25.391315089718873,27.95599706066733,30.5954116235232,34.05269169154304,38.61,38.90055990449091,38.811377681334335,34.36990304035427,36.96332351758015,38.90055990449091,40.60834544655728,43.40230967412123
40.89,27.09076944275958,27.245878283415692,20.784670179037708,24.54511924916772,27.09076944275958,29.891976835516186,33.44483080503735,38.61,39.015120860812516,39.17635648188217,34.55020377863789,37.14899514429847,39.015120860812516,41.21633294967306,44.24033232311023
27.11,27.035262720483743,27.064903296940688,20.369571102337943,24.189166693157944,27.035262720483743,29.892204126447083,33.89463174895201,38.61,37.67227167270215,37.7551305189856,32.89535324685636,35.73910452542893,37.67227167270215,39.752848163936875,42.64823906171167
22.99,25.222647371897512,25.177990858464117,17.798131111200405,22.337892906769326,25.222647371897512,28.231359266267496,32.42910098930833,38.61,35.7521392619409,35.81901149461889,31.080277060961855,33.859391229392685,35.7521392619409,37.80375525366627,40.608035480551656
22.38,27.667289504952727,27.67386494952183,20.500087817149243,24.63684533352457,27.667289504952727,30.68607639784267,34.72750170110841,38.61,36.36615717571179,36.38052425257688,31.81976405563064,34.53674728726972,36.36615717571179,38.36217572053305,40.88088099973418
23.61,28.100361327561217,28.150867121995084,20.62898321319568,25.205568951663764,28.100361327561217,31.13232964699057,35.79956118838777,38.61,36.37837856375735,36.32621795129914,31.93952123080868,34.49359450198675,36.37837856375735,38.12910808257566,40.760741931109116
23.76,28.221153522859105,28.191802084914887,20.177917638368733,25.260095515912035,28.221153522859105,31.41282611507552,35.72988742047535,38.61,36.33772615096005,36.33779313417804,32.105007622335194,34.490965129621344,36.33772615096005,38.1369122186617,40.8330218290112
