Ground Truth ACE,Median Estimation ACE,Mean Estimation ACE,P5 ACE,P25 ACE,P50 ACE,P75 ACE,P95 ACE,Ground Truth Fre,Median Estimation Fre,Mean Estimation Fre,P5 Fre,P25 Fre,P50 Fre,P75 Fre,P95 Fre
46.53,24.299564505708588,24.38120573893269,20.02834585137928,22.613773374154952,24.299564505708588,26.10728898919973,28.913053218546487,38.61,36.52158008278647,36.56846541800973,31.69250934166888,34.52922273757508,36.52158008278647,38.56954894797333,41.38961544189772
21.48,24.50090716517243,24.566315604494385,19.54665770950305,22.385573959577215,24.50090716517243,26.677953375817154,29.972549490371716,38.61,38.21520819812986,38.138012774816104,33.490240941893354,36.12582097453651,38.21520819812986,40.22947183704446,42.63697798742705
21.83,26.471175499057402,26.54828129424735,21.460259167876256,24.304496353376692,26.471175499057402,28.754407346610634,31.830665960788973,38.61,38.45993083556462,38.37484132446923,33.52939317384548,36.42172927807397,38.45993083556462,40.40909717040775,42.88993533248522
22.28,26.174549760140586,26.119046816129657,20.664879765019485,23.860801017937348,26.174549760140586,28.251857189416107,31.60159101844459,38.61,39.228919215275525,39.182871314680405,34.50642467096361,37.27381263808533,39.228919215275525,41.03473994936214,43.86775465407439
22.8,25.244684433668027,25.23282941550021,19.737274055700976,22.914804703174013,25.244684433668027,27.69615613854784,30.931415408737593,38.61,38.93450530197363,38.99998753929589,34.206293975277404,36.99810930750918,38.93450530197363,41.024529045808876,44.09980236510528
46.75,28.004104504015135,27.97691361741272,21.67958254596459,25.575630014363618,28.004104504015135,30.676200316253315,34.322895905514265,38.61,38.80942587827174,38.83716085077701,34.135487967836596,36.95103402067784,38.80942587827174,40.75713573657352,43.77364407121858
40.89,27.526270454019716,27.542910321019367,21.162449743279517,24.95088628801802,27.526270454019716,30.164325714764203,33.55385214231803,38.61,39.31874495768527,39.24101561699998,34.08024527870056,37.300048785172926,39.31874495768527,41.237884997227575,44.18041243586049
27.11,27.193856829890308,27.20712947876865,20.614270604040485,24.358493704161674,27.193856829890308,30.08367419398094,33.83841956905106,38.61,37.979728552675795,37.99701064897153,33.23356570225551,36.09867856583767,37.979728552675795,39.90423321761732,42.81076056152402
22.99,24.76207709852671,24.925463931435434,18.04357986022578,21.899054824559357,24.76207709852671,27.914632327614072,32.403582135599905,38.61,35.74981228755057,35.87739351692134,31.218390157208525,33.81456146815593,35.74981228755057,37.952246001145014,40.73555421170963
22.38,27.432383390036566,27.34784866458157,20.233340575361574,24.424705548856714,27.432383390036566,30.18429515340854,34.68865997371909,38.61,36.17564484894379,36.247771616468334,31.760884500361165,34.23525384239922,36.17564484894379,38.17428325524858,40.99331086335444
23.61,28.213693871184965,28.167844836768076,20.95278236860429,25.111618129830646,28.213693871184965,31.149528668250255,35.490675147765494,38.61,36.32322818622589,36.29930059813047,31.71066710420977,34.31424647320469,36.32322818622589,38.260051977743466,40.880456904176725
23.76,28.57711753004872,28.478878286002235,20.313794388671482,25.365156593585567,28.57711753004872,31.840161198345783,36.072419277596836,38.61,36.47267791984897,36.43155099506269,31.985925897584025,34.59513274338711,36.47267791984897,38.28816225593845,40.71627557155218
23.76,27.796107559470197,27.831085275517847,20.00995725739042,24.74818957314865,27.796107559470197,30.91404498373346,35.895601383335,40.33,37.76888734446257,37.72061055737499,33.52326659657059,35.99358891674943,37.76888734446257,39.4138133135036,41.76451618946814
24.31,32.129514232428384,31.602885717406938,13.418251268555185,23.938306513553442,32.129514232428384,39.03250469117161,49.54133451395307,40.33,42.046720737387886,42.06128073950567,37.89173655286373,40.47572284392703,42.046720737387886,43.7243313907138,45.95880605157922
24.78,28.99376353785628,29.122975755802425,11.885348261658033,21.354162380978664,28.99376353785628,36.78542303170616,47.79583562092877,40.33,40.447316726056734,40.39810183677564,36.75799458502273,38.820317259343746,40.447316726056734,41.98835449761525,44.09168991712426
28.97,24.497941956937723,24.482706524271343,6.740495002901582,17.070667688257885,24.497941956937723,31.974352143403372,42.67219116400948,40.33,41.69725471704379,41.74819127015053,38.03684288557233,40.277583065898135,41.69725471704379,43.33272118782244,45.471563645700385
31.17,29.58077669605983,29.361100909175757,11.600307036973845,21.878650976643144,29.58077669605983,36.741182639107365,47.25783021287552,40.33,43.09262706453089,43.09393865939522,39.648162721236076,41.65811188888965,43.09262706453089,44.5015038726945,46.738733505692935
31.26,25.637628881213118,25.949238328528214,8.589557239677653,18.080713855653926,25.637628881213118,33.65644658913358,44.360081020417645,40.33,42.64163354479697,42.647433493161074,39.23872543914205,41.33079308825691,42.64163354479697,43.9760335823164,45.96361816163652
28.96,28.977520887488822,28.595355697808998,3.5154485848117374,18.603021402464265,28.977520887488822,38.94784949313136,52.480442507085,40.33,42.413557144214565,42.44480940719619,38.953231633168755,41.08841751513985,42.413557144214565,43.85786261286022,45.89008183432128
23.21,26.861375835878476,27.03548434161102,3.667269433428874,16.459290364090805,26.861375835878476,37.92603009164503,51.05637694972862,40.33,41.900995687254316,41.83495951838226,38.29130462352114,40.37782141418216,41.900995687254316,43.3709079003677,45.2108965133437
24.78,21.677850921596644,21.967666301394566,-3.128994519939101,10.99661002887865,21.677850921596644,33.416951315490266,48.32641107405676,40.33,41.287231176810025,41.23495472489815,37.339933824717406,39.57718436695978,41.287231176810025,42.87791297942813,45.07932005776976
24.27,25.81141973213971,25.692728436647187,-0.5884956757415347,15.894916847639877,25.81141973213971,35.55394501996956,51.84983216948388,40.33,41.4480216992456,41.54305710831418,37.73917212953038,39.88017290821381,41.4480216992456,43.08323063866061,45.657256490735925
23.92,25.953240281676642,25.909448766174133,0.6045520405565982,13.992715358552886,25.953240281676642,36.8107545232471,53.3214920816856,40.33,41.835572889312765,41.89150686990046,37.66010524243928,40.11885950003077,41.835572889312765,43.637367419433005,46.22656739025922
24.85,23.543465934464507,23.303436934931803,-2.316685420383463,12.3389406897968,23.543465934464507,33.959393290939985,48.646454831205105,40.33,41.76274797303404,41.77024667886733,37.355033925922854,39.89794779090005,41.76274797303404,43.800413240080125,46.19826214040105
36.08,23.623581227026136,23.823860669285644,-1.0781100986867371,12.960322042352658,23.623581227026136,34.2948528415598,49.7377681597837,41.52,42.90381370451456,42.994160822875315,38.4655764873181,41.210535308705886,42.90381370451456,44.852293178420304,47.53506265818687
36.65,30.11390279742485,30.356314084291895,2.562985692207133,19.536404411861483,30.11390279742485,41.70579540910521,58.394420110261855,41.52,42.763585484370616,42.75702232567425,38.00864634517261,40.74067810539233,42.763585484370616,44.800203679101934,47.54696986573229
35.95,28.240187165675792,27.741779706013965,1.3243808735080174,17.60741778243971,28.240187165675792,38.089952347062535,54.627767776814835,41.52,41.966821959248286,41.91790755955235,36.79593672676216,39.99669177513604,41.966821959248286,43.9172500231744,46.67726821630371
35.91,26.421943708775856,26.467519559937116,-0.3504324462826376,15.231701821650631,26.421943708775856,38.513927455726275,53.036385007304204,41.52,42.468899622142715,42.461819260027674,37.18562964979002,40.23567749571456,42.468899622142715,44.654881038813656,47.741706774239304
36.43,28.19145986841822,29.007049598089807,2.764815352289634,18.102350537827647,28.19145986841822,40.161017598452275,56.143217642558554,41.52,44.21134909716517,44.16006247463228,38.049309609989336,41.85993927199209,44.21134909716517,46.533913319407986,50.051641478166516
36.46,35.427464458723954,35.286386384992426,6.777153281233212,23.78163259168896,35.427464458723954,47.14734329964688,63.03765279823124,41.52,44.530652248499166,44.63410953321038,38.305219646770226,41.96758880157209,44.530652248499166,47.3825613736042,51.01158905584408
36.05,33.63358471702561,33.7912231498006,5.71635669438706,22.327856873507415,33.63358471702561,45.77413992406946,61.6389728804279,41.52,42.503334947955324,42.51504277950337,35.367159950083895,39.5309857432716,42.503334947955324,45.53278442838001,50.00216542462572
36.14,35.12775010748353,35.61053489137166,8.836475756742608,24.129551942629718,35.12775010748353,47.218679549926264,63.19726611989133,41.52,43.76317706043761,44.00007356028253,36.96694654370884,41.043146182559525,43.76317706043761,46.90863302944092,51.6552294550321
36.19,34.35701594419386,33.820049562217584,6.573029736293166,22.091732818966335,34.35701594419386,45.86907770820682,60.90729158838962,41.52,43.08660286009392,43.07197292829442,35.512164084657286,39.945814827684245,43.08660286009392,46.17062491993816,50.77805416048964
38.28,28.635378393260908,28.966601655496753,0.08731025725719525,17.041325589663757,28.635378393260908,41.24714564390888,58.10664948838239,41.52,44.71294382419884,44.596719961143386,36.79834347259093,41.492112038531864,44.71294382419884,47.39383397389831,52.46180436685403
38.5,31.038731193255607,31.215902902731933,1.4924569608776899,19.2936390171119,31.038731193255607,43.32248389426536,59.38326523344,41.52,45.84600204236739,45.88256580170282,38.02107187094835,42.60812450280248,45.84600204236739,49.11138623499629,54.08452976105859
38.54,32.54967835874663,32.88975921399581,3.4953500462481317,20.40031625565007,32.54967835874663,45.48519007050163,64.39313367086834,41.52,46.251934058673626,46.358858116942095,37.87062426678942,43.00206173464217,46.251934058673626,49.75833675688766,54.69555088421947
36.55,26.59063708962708,27.099340433986598,-2.7977318179810022,15.157756508019588,26.59063708962708,39.13612693665846,55.10848154825154,47.46,44.49229631000312,44.594164306998515,36.57383571031825,41.07233060921489,44.49229631000312,48.00861189236687,52.90089184801174
38.38,27.177323675427033,27.842908994165636,-1.7032777819565124,15.54655445466392,27.177323675427033,40.61846487416187,58.2875881987467,47.46,43.536377523248305,43.524008666844004,34.68038311028255,40.008525840623534,43.536377523248305,47.19460075077936,52.13845223805053
38.35,23.743525777558347,24.38475918705936,-6.286929296958715,12.369210430433839,23.743525777558347,35.96343448378513,56.79229322698972,47.46,42.54878614942656,42.71279642101787,34.24635445249241,39.14933258954679,42.54878614942656,46.2070613315731,51.69232068711314
38.31,30.632145759206992,31.378642329300504,0.45211649485906963,19.02219471655502,30.632145759206992,44.13635240640022,61.86912616186577,47.46,44.63246517184608,44.67122272856214,35.57896393373164,40.47473744497694,44.63246517184608,48.59351307282296,53.94952969863357
38.32,28.65236027657852,29.097570007909273,-3.740388933477061,16.776168043009193,28.65236027657852,41.848996935274386,59.83659227680339,47.46,44.70788059711361,44.68206497767993,35.51635967272074,40.98123616700798,44.70788059711361,48.413067970493955,54.296963577257415
38.35,36.57744149120643,36.69517664108022,5.886391068415207,24.639860732631334,36.57744149120643,49.42057459358321,66.12832824370406,47.46,42.8370925514609,42.77472139590218,34.19214340527935,38.84493511900132,42.8370925514609,46.579193829201316,51.69530502158354
38.35,33.24341153987277,33.34125682402935,3.1556926142249853,18.798127948255853,33.24341153987277,47.46497993692607,66.59745851624349,47.46,43.8734318705516,43.87642937641236,34.405874505899476,40.2661748291513,43.8734318705516,47.687982687082005,53.06872444969067
38.54,30.151895441581075,30.495666950440576,-1.3786600782479115,18.01096717324245,30.151895441581075,42.673400302293935,62.384956223319556,47.46,44.55091550140382,44.51684570148598,35.24390376971058,40.828806886967286,44.55091550140382,48.302951149765356,53.73578170526998
38.58,38.454884216537906,39.14278234349276,8.032919328297567,25.43377063158036,38.454884216537906,52.22767428791974,71.53483961990601,47.46,45.6013935174031,45.54857157165647,35.99975382494506,41.88232601841922,45.6013935174031,49.24016804400341,54.7856235435083
39.0,37.27477518266741,36.83468282236647,5.011650353774257,24.624064100328155,37.27477518266741,49.70187058972914,67.48783240417616,47.46,43.85811251287425,43.80315990730445,34.5617627413631,39.882129952424506,43.85811251287425,47.97606465424377,52.68258174449867
39.08,26.066830945422907,26.277169773431602,-5.144222135617699,12.398709309823062,26.066830945422907,40.55388755977735,59.40069268712806,47.46,42.6154400688453,42.52052854720655,32.559293044923734,38.29141197055165,42.6154400688453,46.75682140799372,52.38961123198806
39.15,36.83381945633914,37.20907673768522,6.099862769074218,24.108162578389425,36.83381945633914,50.145636947593985,69.89531192967863,47.46,42.52653999149004,42.46456364281743,31.951175281229553,37.84426456324354,42.52653999149004,46.798358806331066,52.74447953353547
38.99,36.435027417678356,36.669035332159915,4.397604222028372,22.001559864766477,36.435027417678356,51.16951009707054,71.16702707074272,51.56,42.50150944847748,42.568894786201646,31.988009155542347,38.44851676314117,42.50150944847748,46.845582917411456,52.66146742386824
39.17,33.84149967761684,33.4249600869458,5.588214931211497,21.26556837545988,33.84149967761684,45.10478235854076,60.17338423923661,51.56,48.76127033025506,48.965663590319984,38.5766820421843,44.82261814735085,48.76127033025506,53.19929698635606,59.912191371340846
39.02,42.59041928662373,43.173491498781964,14.864341977592266,31.450145345108467,42.59041928662373,55.43297269222967,72.21174509485134,51.56,50.112893247578185,50.18931305181618,39.863775542365794,45.74162183194363,50.112893247578185,54.57109378325772,60.82100019959247
38.93,43.89133659928116,43.835559198199086,14.973951269019109,33.195206413714644,43.89133659928116,55.55526220265136,70.56329036290015,51.56,48.43817023584239,48.509075943858086,38.12815420176389,44.10263817291329,48.43817023584239,53.00962303329428,59.11724882987549
38.98,43.13131667683295,43.52351225315102,17.57056356260071,32.13238453327966,43.13131667683295,54.38500870909377,71.4873868066299,51.56,49.05708456050223,48.92767691349415,37.171867291366496,43.86921593102795,49.05708456050223,54.000351748339966,60.38467137249407
39.21,46.20137576913575,45.86667420077261,17.364158304079638,34.09746003096825,46.20137576913575,58.04214980217529,72.26273559568915,51.56,48.275178839422324,48.2926424259164,37.078771656904884,43.50407289124814,48.275178839422324,53.03781618293647,59.39862162946167
39.24,43.42212671099023,43.86381894444538,20.279323864007505,35.12740008224169,43.42212671099023,53.103062818403316,67.1455622109377,51.56,50.03323122489198,49.82658980764173,38.291786808780024,44.92953261057126,50.03323122489198,54.6407881784452,61.48890688313989
39.4,44.47042274964463,44.73216165837703,25.079421377477786,35.7521731900741,44.47042274964463,52.99675191246979,65.8724978865148,51.56,51.17104562907252,51.04485743725629,39.77336126940588,46.19722399295419,51.17104562907252,55.919465088673945,62.62987888320886
39.69,41.44343435263153,41.5656627797471,21.314104681082995,32.50496095118024,41.44343435263153,50.80807272673508,61.414992256201074,51.56,50.09071064311087,50.03979190233275,38.62279680279789,45.65690236881227,50.09071064311087,54.78624841314729,61.003365296489946
39.73,41.504582783698424,41.573362393779675,21.380119444976117,33.18112181866354,41.504582783698424,49.22420742948702,62.84414385417849,51.56,48.006513085967555,47.82572082364415,36.107403543078654,43.003768743986825,48.006513085967555,52.839366490269995,58.9152923180695
39.79,42.37661600804341,42.76421779884047,22.48962899669641,34.35731514776319,42.37661600804341,51.003284180977175,63.21596066501627,51.56,48.264153674993,48.34284774806974,36.70887061032833,43.40158002343071,48.264153674993,53.12311281230479,59.64219901038709
39.83,42.18886586241764,42.04698980063688,21.274345542305696,33.27251645773242,42.18886586241764,50.251016198740814,64.36698005714683,51.56,47.690903833129596,47.859094278327674,35.948341367592626,43.07667422473514,47.690903833129596,52.888450758489995,59.23919953315685
39.74,41.713435080620854,41.62523061895454,20.613046747158023,33.66316536981856,41.713435080620854,50.07383816762501,61.28045772652067,55.17,48.09080216784059,47.90410742881609,36.832108624083546,43.263548205319466,48.09080216784059,52.53283590649473,58.59852278242151
39.91,38.68243138934605,38.688110286746834,18.17788096901868,30.842065145048963,38.68243138934605,46.84542281862028,58.90704628842358,55.17,52.37288568073929,52.325481916483305,41.47251735150704,47.44714945193806,52.37288568073929,56.923780720521364,63.957375571984194
40.04,37.83015348056074,37.77040165567855,18.763280819190687,29.807637265511858,37.83015348056074,45.23083817774098,56.719703925422905,55.17,52.764196655432386,52.4599075513017,40.82941886437582,47.7122630767725,52.764196655432386,57.280072850152024,63.17881344696122
40.05,41.90258690805615,42.00163917084982,22.477619867672058,33.85145985604703,41.90258690805615,50.04552365274024,60.81111698870124,55.17,51.56886684239285,51.68831158770309,40.40489839908085,47.26242033545499,51.56886684239285,56.27767181592654,62.59422898519817
40.08,41.70031390228844,41.410331808221116,22.43481468645266,34.88196885991792,41.70031390228844,49.085249049841764,58.82561853073567,55.17,52.78337224250595,52.664957013923,41.54064235684463,48.03284840071204,52.78337224250595,57.24257111364935,63.74781885557923
40.21,43.02862952190176,42.862859351068636,23.89640370617708,34.79594818813524,43.02862952190176,50.62011038446123,61.41992623102147,55.17,53.45679973867652,53.44824631930785,42.55150467059093,48.94841281217174,53.45679973867652,57.73248108968551,64.72578709967814
40.24,42.98486836101068,42.975541498810934,25.310997987612335,35.147757903921956,42.98486836101068,51.10174938369477,62.253123486767414,55.17,53.387682021372996,53.5239592061043,42.58590685864867,49.29420861544375,53.387682021372996,58.03611730781418,64.93040305028471
40.53,47.34067660267729,47.00438711570475,27.48943094762269,39.9208083057849,47.34067660267729,54.7212576709004,64.53498140676672,55.17,54.20693596545992,54.22682509241942,43.90484213280615,49.9375818636224,54.20693596545992,58.553558060764516,64.44565627156548
40.6,40.22550665593258,40.57884682829307,23.689931804566005,33.39048463687095,40.22550665593258,48.16194077645787,57.29084918830654,55.17,55.72311704023461,55.78232740928712,44.73656934211961,51.40904543912083,55.72311704023461,60.393915328503596,66.54552390999086
40.53,45.28748016485528,45.4985956661651,29.075064332317357,38.23232275406161,45.28748016485528,52.36379662006837,62.476646519956184,55.17,54.70894112365076,54.7367795292337,44.14965649724587,49.92491704785829,54.70894112365076,59.37088074282259,65.68505418775912
44.75,44.670384187138204,44.81753700388141,27.59147463615029,37.970895277140755,44.670384187138204,51.54139120397812,61.32828680088516,55.17,54.19190853568111,53.95175994811161,43.01448752304633,49.61360091224617,54.19190853568111,58.3519847339052,64.46485605237943
41.89,46.79999257346698,47.0548656866213,32.02752029289709,40.80794149834571,46.79999257346698,53.201268413970865,61.584373858791395,55.17,53.348277714193685,53.45165079706324,43.100043408540124,49.109915374097255,53.348277714193685,57.41985971059263,64.7357110430359
41.89,42.897524269229734,42.93700874980711,28.03564659735011,36.609463847185566,42.897524269229734,49.11944466955753,57.082540861486805,78.64,55.37807745932217,55.214981460802385,44.56296566250107,50.85478167113992,55.37807745932217,59.406329560345114,65.72697092743047
42.21,46.15196560380335,46.40995889712081,31.804694697463106,40.15929286215305,46.15196560380335,52.575172126182764,62.02502036710746,78.64,60.58133150047764,60.5300441334417,50.49957282737023,56.40799022587794,60.58133150047764,64.6863949796221,70.43022947504465
42.62,45.30750642146995,45.43028451847273,31.591216926882204,39.72340929738027,45.30750642146995,50.78161727626863,58.47312981693802,78.64,59.03105359764871,59.14642598235677,49.41295408818189,55.135795790514756,59.03105359764871,63.27959486188011,68.9238080667955
41.62,44.624568854795825,44.352154757077344,31.03859777550383,38.57972217936066,44.624568854795825,49.74545875389332,57.62102666197378,78.64,58.894458216336524,58.85853067090523,48.57389389560998,54.332755841667634,58.894458216336524,63.09575234542504,69.88474610527959
41.26,44.403478323189645,44.21148022613128,30.202034850587147,38.562778630913115,44.403478323189645,50.12257216858402,58.16568265211352,78.64,57.831877912167386,57.5584983513568,46.4312306245054,53.37928067781894,57.831877912167386,61.859026021263524,67.88014939334688
41.76,46.97887749684093,46.911197019348556,33.17137373962701,41.55145012205858,46.97887749684093,52.391155369913236,60.82833993420756,78.64,58.30208944386889,58.16895808896916,48.1193133395971,53.89382024508711,58.30208944386889,62.24335088582005,68.29180127136212
42.75,43.567682239018126,43.552067925524,30.17390744730787,38.10407853371298,43.567682239018126,48.88358557592702,57.11239427789624,78.64,58.69148604857997,58.55826055561044,48.02523460582341,53.98200644191735,58.69148604857997,62.830812871464644,68.86496438295976
42.83,43.7336779656448,43.73166454164011,29.910673066296976,37.253153617702935,43.7336779656448,49.29878316912573,58.573841270482475,78.64,57.89916957971866,57.85463415341906,48.081431442035054,53.56826632495121,57.89916957971866,61.82534094810876,68.0032662884562
42.91,48.205317214885376,48.153245610360614,34.667701781076474,42.19893318936508,48.205317214885376,53.91606571517465,62.161712000093765,78.64,57.538578211426,57.63482902328588,47.63996645763115,53.486416693579855,57.538578211426,61.519993325250056,68.46486483671436
41.96,42.970741064853144,42.789493458641225,28.82520683342678,37.36246159333177,42.970741064853144,48.57614322402766,55.95563287531007,78.64,56.858252597148564,57.094583677531695,47.091769793479024,52.7511317348561,56.858252597148564,61.178144863451564,67.86552592726925
43.66,45.42739772658463,45.297750656810024,31.91910487439594,39.83467919652074,45.42739772658463,50.58004475975215,58.91638829372134,78.64,58.71067854857064,58.57578935785136,48.594595750875364,54.47877117916383,58.71067854857064,62.66137028232208,68.17007718437836
49.99,44.722970461833896,44.80708660082382,32.59091416832704,39.81831563509891,44.722970461833896,49.96701297017744,56.963929308187375,78.64,57.39165691670214,57.45408060695391,47.486050014995456,53.798444165391764,57.39165691670214,61.4036499495636,66.57583165325214
39.44,44.4914924529987,44.425509259262405,32.51157132484326,39.640792523500735,44.4914924529987,49.34750294333317,56.20596522469468,102.51,58.646401209803095,58.65873963495287,48.26224523208659,54.5984995596569,58.646401209803095,63.05684885470499,68.71182741700451
41.19,44.991749704783146,44.976785108822725,33.1063216469807,40.00678583705559,44.991749704783146,49.78257328020591,57.18346286776754,102.51,79.5882915540293,79.98135845359927,62.14375420669049,73.31606079887369,79.5882915540293,87.21955633465902,97.34782414016153
43.72,42.98603120220844,43.129988003195386,31.826276293680337,38.2250819913762,42.98603120220844,47.83018441549153,55.13885547293783,102.51,77.32258993290708,76.82588339315001,51.84688863617489,66.66699689041889,77.32258993290708,86.33035535291967,101.7742185119089
42.48,46.532750145000534,46.332637219113444,35.34534806881106,41.79374337226341,46.532750145000534,51.16339497183657,57.10053326744676,102.51,76.37962363666384,76.03914027096145,47.55298962246803,64.37426061712694,76.37962363666384,88.01418623697505,104.85521107331984
41.55,48.202120825534266,48.2936036747001,38.839824585264445,44.40005845526845,48.202120825534266,52.24646538418898,58.06325865893962,102.51,80.2898669791291,79.36819662370065,47.07003689286785,65.5867913946629,80.2898669791291,92.92403704946719,110.70556524266543
43.82,49.40368612066338,49.7396517872472,40.74364968358179,45.93998694623778,49.40368612066338,53.613682456456765,59.45563379349648,102.51,83.47539703388708,82.84784848152616,48.43267740535771,67.79305235788658,83.47539703388708,97.97068186237442,115.12723156997063
41.42,48.982325196278396,48.977861720276664,40.34624858589538,44.960167836647784,48.982325196278396,52.32988943437283,58.35234183424833,102.51,79.90024476594044,79.37980736532302,39.160317711400054,63.181375238780674,79.90024476594044,95.7284770900219,116.87896511724354
