Ground Truth ACE,Median Estimation ACE,Mean Estimation ACE,P5 ACE,P25 ACE,P50 ACE,P75 ACE,P95 ACE,Ground Truth Fre,Median Estimation Fre,Mean Estimation Fre,P5 Fre,P25 Fre,P50 Fre,P75 Fre,P95 Fre
21.48,24.664771092231604,24.620104159142134,19.38614219459553,22.490497180734167,24.664771092231604,26.63066046157482,29.69641279985851,38.61,38.21561692287469,38.124868623178884,33.141359097312304,36.0440244994943,38.21561692287469,40.23740588667715,42.906883929512695
21.83,26.352199641349557,26.3340448502795,21.289172105773638,24.153336379405886,26.352199641349557,28.461189585603265,31.342273881443116,38.61,38.38283742550267,38.390160168475695,33.853219498559525,36.491778331286255,38.38283742550267,40.14029075147246,42.92466097106763
22.28,26.285280378501295,26.309588725594615,20.831933696956447,24.10788822169942,26.285280378501295,28.638814887774412,31.701148414811847,38.61,39.26117401897001,39.28518588712828,34.68642740404688,37.3033959506913,39.26117401897001,41.174927859585324,43.983345265497974
22.8,25.13269501938298,25.165427317567882,19.63213592802985,22.831209291352515,25.13269501938298,27.49354239900618,30.79668859991929,38.61,38.775682549205456,38.78908992535198,34.09853253552361,36.806010559033595,38.775682549205456,40.73481397305015,43.64895716628797
46.75,27.858126889912093,27.910603398264488,21.7076568332373,25.3474400009067,27.858126889912093,30.471483876069232,34.18480967089128,38.61,38.89024548538839,38.85540154784696,34.18617529940658,36.88116712572844,38.89024548538839,40.91244508650708,43.369589457291646
40.89,27.062584616374114,27.125951317804695,20.66250584184545,24.327407330879367,27.062584616374114,29.84882069913228,33.809025755711936,38.61,39.117149586736666,39.042108703716615,33.7666793054954,36.967768115037195,39.117149586736666,41.12587370285391,43.949490201800245
27.11,27.155095864507246,27.13351073200218,20.19724499052211,24.328194818835726,27.155095864507246,30.03004808695745,34.110033678790415,38.61,37.57717125261263,37.54125326670129,32.763674202558455,35.59336880224936,37.57717125261263,39.49514159639806,42.29279824158267
22.99,25.244823365551426,25.073130311428635,18.23827306647519,22.35224742902804,25.244823365551426,27.87018976331831,31.767912022532045,38.61,35.9398086447169,35.932942850982684,30.957733553936844,33.9487076186234,35.9398086447169,37.96720086689492,40.70831671423555
22.38,27.50145955532347,27.496904590925265,20.514294061156384,24.746830341189735,27.50145955532347,30.444674572300997,34.43045559206761,38.61,36.29676844697873,36.339000872379394,31.697155087854206,34.509969714622684,36.29676844697873,38.3409125814602,40.855830424132236
23.61,27.91267149088742,27.88323015162045,20.18931274032325,24.81748521027515,27.91267149088742,30.87750503893851,35.34712845874013,38.61,36.44148066840153,36.382538439343975,31.752731455657795,34.533734042824534,36.44148066840153,38.15176915765155,41.006730229721875
23.76,28.386686454601765,28.3237388864623,20.34729028539174,25.115226335996468,28.386686454601765,31.565112712026284,35.93175384650702,38.61,36.32753915565057,36.28684004005661,31.92605785214527,34.49998463525999,36.32753915565057,38.14607939065484,40.65713254964993
23.76,27.719724801064146,27.759392557981435,19.56590589275718,24.30309063994224,27.719724801064146,31.206749384578814,35.800678129599426,40.33,37.628097333164305,37.62067217650208,33.50033231842217,36.04729126613559,37.628097333164305,39.205838066740114,41.57343306729253
24.31,32.06250798323634,31.745566390117087,12.85463572407724,24.1697887420018,32.06250798323634,38.656502432396394,50.41622921529695,40.33,41.8080371507387,41.9054562110722,37.99310196412883,40.33341678353909,41.8080371507387,43.449146486613785,45.97764369203028
24.78,29.599040364422727,29.482876125148834,11.473825972736655,22.50398920110331,29.599040364422727,36.75135040260497,46.82850770168113,40.33,40.63556707118437,40.62508402525775,36.73408699258903,39.007399675513945,40.63556707118437,42.21965322947602,44.48501494689335
28.97,24.680151533960412,24.871111701151957,6.058687373911267,17.440206599352166,24.680151533960412,32.5486765488898,43.561251593579954,40.33,41.76760209904315,41.79551173639852,38.239456875955476,40.21464625915293,41.76760209904315,43.42126280724437,45.40273659298761
31.17,28.399659100120004,28.38377184656009,10.128298305219596,20.421023565293353,28.399659100120004,36.003749969883074,45.8937349403991,40.33,43.05497043706174,43.07576725284049,39.54144525869472,41.6604439684066,43.05497043706174,44.463343439652945,46.634041443070856
31.26,26.402672207062324,26.068152470485664,8.125600776126248,18.73077762944331,26.402672207062324,33.54527722999693,44.55689154394179,40.33,42.662526318920925,42.63652435181126,39.34411418633378,41.22249135555657,42.662526318920925,44.093726083270425,45.83081721966018
28.96,28.498251113635163,28.989991511874642,6.394022757907238,19.213970632620573,28.498251113635163,39.04143657566601,51.52551110324967,40.33,42.482188868029866,42.50334344707903,39.21280389950298,41.188411216485676,42.482188868029866,43.8914215562971,45.81478905878544
