ACE_resid,Freq_resid
64.509155,0.017730713
48.79825,0.018440247
29.492401,0.013866425
43.121613,0.013336182
50.479446,0.012706757
58.39885,0.012554169
72.67503,0.01530838
29.040009,0.0130729675
57.902786,0.011520386
53.477203,0.013408661
19.26326,0.006626129
-11.877869,0.00020980835
10.860764,-0.002380371
14.419052,0.0025291443
22.647537,0.0071105957
41.72615,0.012031555
55.15297,0.011375427
42.149063,0.004600525
0.80929565,-0.005241394
-35.571304,-0.010139465
-7.813019,-0.011478424
15.434204,-0.010192871
38.65895,-0.005340576
26.397583,-0.001865387
14.873184,0.0015449524
46.205246,0.007904053
74.64673,0.01209259
44.473328,0.006664276
34.951355,0.0084991455
31.203812,0.011211395
37.36113,0.009578705
67.53131,0.015182495
55.775467,0.0113220215
46.390198,0.012828827
74.25037,0.011001587
10.549988,0.010845184
1.9775238,0.008728027
-24.158325,0.008735657
-27.098953,0.006542206
-23.537735,0.0088272095
-38.910263,0.0077171326
-44.37245,0.0050086975
-62.250656,0.0068855286
-54.595673,0.0023994446
-58.27098,0.00060653687
-68.77548,-0.0054969788
-104.1794,-0.0063171387
-84.67401,0.0035057068
-72.11923,0.0049819946
-110.319595,0.0027923584
-53.316315,0.0006599426
-28.13591,0.004425049
4.0752563,0.0045318604
-3.8596344,0.004924774
-2.0612488,0.0002593994
-3.8744202,-0.0033187866
-9.157196,-0.005645752
-20.899734,-0.006752014
-17.416122,-0.0037078857
-3.7196198,-0.0052452087
-1.7224426,-0.00023651123
-0.90841675,-0.00093078613
2.403656,-0.006275177
5.591049,-0.0057640076
15.081772,-0.0046081543
6.796417,-4.196167e-05
-0.73376465,0.0044937134
10.90683,0.011169434
29.527374,0.008563995
24.56224,0.007953644
41.697937,0.008228302
44.364212,0.008731842
64.647354,0.009468079
58.31865,0.0047035217
38.5885,-0.0015563965
18.583588,-0.005657196
8.58828,-0.0032806396
11.102554,-0.0011291504
-13.767914,-0.00022888184
37.337784,0.008945465
23.860275,0.0053367615
59.77835,0.0073547363
40.878487,0.0023536682
36.43521,0.004016876
56.216064,0.009029388
47.63559,0.010772705
49.70813,0.008659363
40.572357,0.008308411
16.64827,0.008563995
4.5856934,0.0070152283
31.534042,0.010486603
50.571564,0.009365082
28.734787,0.005207062
33.5782,-0.0022773743
31.776245,-0.003238678
45.032486,-0.002357483
23.829391,1.1444092e-05
-2.1819,-0.0016441345
-22.491135,-0.0022239685
-18.864807,-0.004497528
-19.277542,-0.0045394897
-45.09178,-0.00566864
-39.26512,-0.0067367554
-29.82965,-0.0048217773
-15.085419,-0.004119873
-6.0559387,-0.0011482239
4.167816,0.0027542114
8.477463,0.004333496
-3.8785095,0.0064048767
-29.865646,0.003162384
-42.963867,0.0024795532
-81.07745,-0.004676819
-32.45836,-0.003490448
9.168442,-0.0008125305
14.636536,0.0042419434
52.58313,0.013954163
67.02937,0.01468277
43.282013,0.0121536255
38.207184,0.0059280396
44.67328,0.0048980713
49.41693,0.007183075
83.16676,0.016395569
74.351456,0.01468277
57.37172,0.008167267
68.48274,0.01051712
73.54776,0.012763977
99.64269,0.011867523
52.346924,0.0070495605
7.1657257,0.0019187927
9.899384,0.0008392334
26.77353,0.0026550293
20.301163,0.007946014
64.86594,0.016677856
45.262558,0.014060974
17.192383,0.011520386
17.324417,0.008781433
-26.424377,-0.0024414062
-40.821045,-0.009506226
-65.36728,-0.016143799
-49.037277,-0.017040253
-66.3996,-0.019207
-47.595856,-0.012290955
-12.091309,-0.002407074
-20.705658,-0.0007247925
-83.7832,-0.008071899
-100.73132,-0.010726929
-65.12352,-0.007915497
-42.70813,-0.0049591064
-34.05168,-0.0029754639
-72.40274,-0.006778717
-89.05179,-0.007823944
-75.520996,-0.0010528564
-81.74095,-0.0007171631
-65.12941,0.002620697
-93.64717,-3.8146973e-05
-87.03259,0.0010719299
-84.49034,-0.00017929077
-85.82883,-0.0004272461
-51.943718,0.0031814575
-35.53331,0.001247406
-81.85191,-0.0034561157
-89.0687,-0.0027198792
-106.639496,-0.0031585693
-109.23699,-0.005748749
-56.93705,0.002231598
-26.493092,0.0047073364
5.5947533,0.0062789917
22.312263,0.0073013306
27.929749,0.0074424744
29.4236,0.007762909
17.79818,0.0032234192
-11.6646,-0.0010490417
-1.9494362,-0.0031204224
-12.222855,-0.0038528442
36.191475,0.0016555786
55.908485,0.0023880005
46.553013,0.0015792847
39.382446,0.0018234253
38.53304,-3.8146973e-06
34.820183,0.0021247864
9.488367,-0.0027885437
-14.940498,-0.007205963
-57.538036,-0.01593399
-55.336422,-0.011035919
-44.546803,-0.00415802
-28.81188,0.0027122498
-15.525631,0.0070610046
-20.276142,0.009044647
-48.93205,0.0030021667
-74.881256,-0.0031356812
-60.631485,-0.0033721924
-60.24895,-0.004547119
-51.899067,-0.0024528503
-25.802826,0.0046806335
-4.4307175,0.0074691772
-6.27483,0.011638641
-26.53117,0.008556366
-29.981457,0.0071525574
-48.915993,0.001663208
-51.327827,0.0005760193
-53.475555,-7.6293945e-06
-13.661619,0.00623703
19.816225,0.01008606
30.97475,0.008560181
25.390709,0.008163452
3.2142925,0.006187439
-1.7349434,0.0045776367
-17.32393,-0.001663208
-30.612803,-0.004562378
-31.200132,-0.0051994324
-25.706207,-0.006515503
-22.144863,-0.004901886
-50.694,-0.011219025
-58.218586,-0.015808105
-45.097065,-0.018836975
-58.889236,-0.018707275
-71.8125,-0.022006989
-101.01889,-0.025917053
-72.214066,-0.019638062
-65.01203,-0.012989044
-18.817308,-0.0027923584
-7.9602776,0.0039482117
-13.592846,0.0037193298
-17.44454,0.00045013428
-18.271507,-0.0041656494
-14.046597,-0.0037498474
1.3796177,-0.003944397
3.6615753,-3.0517578e-05
24.66283,0.0060043335
38.893196,0.0111198425
47.54788,0.012088776
47.440712,0.011077881
47.38937,0.012458801
40.186768,0.013355255
58.62717,0.015533447
44.045536,0.011810303
39.00494,0.0064888
56.0378,0.006778717
47.169937,0.007369995
13.445263,0.005153656
6.8026466,0.001663208
20.726553,0.0039711
35.525616,0.004753113
29.507822,0.005077362
39.815186,0.011112213
39.563175,0.0051193237
13.203789,-0.00023269653
-0.43152237,-0.0038833618
-24.983675,-0.0047721863
-32.519432,-0.01121521
-55.298626,-0.014202118
-50.036545,-0.0125312805
-73.46701,-0.012645721
-48.491234,-0.00925827
-44.424576,-0.009273529
-53.70986,-0.009399414
-47.125916,-0.0048217773
-56.087425,-0.0046539307
-43.661865,-0.0038375854
-46.10976,-0.0030326843
-9.039364,0.0035095215
-11.40527,0.004699707
9.687031,0.0052452087
38.45787,0.0058250427
9.0692215,0.007698059
14.757359,0.0040740967
0.845047,-0.0012817383
9.791794,-0.00010681152
-1.1788635,-0.0008583069
36.33087,0.005176544
38.974636,0.006439209
34.215492,0.008483887
51.79563,0.010997772
67.40837,0.009708405
71.82486,0.011375427
52.882545,0.009597778
50.03537,0.0057258606
10.143448,0.00047683716
-29.266735,-0.006790161
-2.8481731,-0.0045394897
4.276428,-0.0024604797
-10.480305,-0.004299164
-15.662453,-0.0046539307
-23.358826,-0.005748749
-51.882004,-0.0071868896
-59.301414,-0.007358551
-72.03881,-0.0131073
-83.06772,-0.015781403
-95.35716,-0.014755249
-75.92587,-0.009712219
-70.97164,-0.006046295
-61.239082,-0.0018539429
