ACE_resid,Freq_resid
-10.344406,0.00440979
-22.376114,0.0028381348
-55.559204,0.0014801025
-83.45331,-0.0074501038
-110.5244,-0.017406464
-85.50073,-0.016773224
-84.8367,-0.018371582
-81.68472,-0.019481659
-80.919525,-0.015617371
-67.49037,-0.013820648
-48.054092,-0.012195587
-61.01541,-0.015232086
-78.46777,-0.015983582
-51.801743,-0.010379791
-51.789833,-0.0018577576
9.760361,0.008075714
2.8635406,0.008022308
37.180702,0.009269714
31.173923,0.007671356
30.948391,0.009342194
9.216843,0.012325287
-6.010414,0.0073394775
-10.194199,0.0074539185
-11.530701,0.00573349
-18.068417,0.0046958923
-15.157291,0.005558014
-20.308088,0.0065460205
-3.0854893,0.006843567
1.6536465,0.0014152527
-21.410313,-0.0071754456
-72.83383,-0.013145447
-18.25483,-0.0070343018
-3.4364586,-0.005466461
-37.402836,-0.005191803
-34.55421,-0.005302429
-21.606445,-0.005874634
17.35257,0.0015830994
44.50125,0.008628845
72.54242,0.010520935
71.84975,0.012493134
45.62235,0.010227203
35.013927,0.0034751892
-22.635979,-0.0049972534
-18.284203,-0.0009651184
-20.714645,0.0039978027
10.140762,0.0050735474
0.28626633,0.006843567
-8.2181015,0.009624481
21.295454,0.013744354
6.37286,0.015193939
-11.094452,0.011959076
-52.164833,0.0043258667
-81.09888,-0.0045280457
-101.01427,-0.00705719
-79.76481,-0.009288788
-58.219437,-0.008495331
-53.96325,-0.006603241
-32.465385,-0.005168915
-48.4325,-0.004837036
-34.48661,-0.006248474
-56.004402,-0.006175995
-58.568027,-0.004047394
-41.817574,-0.00077438354
-39.603966,0.001209259
0.7166481,0.0030288696
29.335258,0.0035362244
55.067368,0.0131111145
18.549145,0.009094238
-10.288013,0.006454468
-51.36293,0.0002746582
-81.06466,-0.010429382
-102.55751,-0.012454987
-120.238785,-0.015510559
-121.49112,-0.020320892
-130.18274,-0.019996643
-112.43061,-0.021316528
-105.8736,-0.02029419
-107.33435,-0.020591736
-90.2092,-0.020420074
-108.27182,-0.0182724
-129.86841,-0.012432098
-147.56517,-0.01587677
-109.24376,-0.01115036
-80.54197,-0.0057296753
-67.29739,-0.0029563904
-99.46721,-0.0064430237
-138.84004,-0.017295837
-146.07611,-0.023029327
-118.61755,-0.014976501
-106.106964,-0.015148163
-83.673904,-0.0072669983
-78.26485,-0.0031051636
-79.85213,-0.006504059
-86.23047,-0.012386322
-95.27872,-0.014251709
-84.38916,-0.017494202
-68.968216,-0.016021729
-51.574646,-0.0127334595
-52.830765,-0.009536743
-22.480682,-0.0018539429
-14.684723,0.00060653687
-7.491989,0.0011863708
-43.14009,-0.0043907166
-59.823547,-0.0076293945
-63.120255,-0.011478424
-86.931335,-0.016910553
-50.337646,-0.010948181
-68.362885,-0.008491516
-49.25125,-0.0008392334
-47.080276,-0.0029144287
-52.814987,-0.0025634766
-50.458115,-0.00047302246
-74.95967,-0.0046081543
-70.098495,-0.01020813
-130.77388,-0.019798279
-86.625854,-0.01695633
-44.905685,-0.009754181
-29.085037,-0.004070282
-26.711731,-0.0029563904
-51.436005,-0.0017700195
-17.529861,0.005432129
-3.8119354,0.015987396
12.8068695,0.017086029
-0.23451233,0.016101837
0.9250641,0.01424408
6.5252075,0.013008118
7.787918,0.0107040405
3.1666565,0.008670807
-14.630341,0.009197235
24.755905,0.01210022
17.247955,0.015357971
35.575073,0.02142334
37.83029,0.023960114
34.84279,0.022445679
30.933136,0.02079773
-15.659561,0.012573242
-25.168716,0.004470825
-22.590973,0.0051651
-39.385376,0.0020484924
-15.620987,0.0051193237
-34.575165,0.003967285
-29.926376,0.005367279
-34.519318,0.0031585693
-48.519714,-0.0032691956
-92.09845,-0.008281708
-133.4156,-0.012836456
-139.12564,-0.017059326
-122.11006,-0.01832962
-117.03516,-0.019874573
-85.5401,-0.015129089
-24.32956,-0.009845734
-46.736618,-0.011478424
-60.13098,-0.0165596
-80.709335,-0.018527985
-103.19757,-0.017795563
-75.32707,-0.012435913
-44.347214,-0.0069084167
-34.67256,-0.0034179688
-37.02011,-0.00016784668
-22.18892,8.773804e-05
8.593872,0.0019989014
-0.40040588,0.0020332336
-8.084488,0.0021743774
-29.285019,0.003704071
-27.238098,0.0029945374
-44.952988,0.008228302
-32.002167,0.012687683
-14.493927,0.010173798
-29.270569,0.0027198792
-70.24016,-0.006652832
-77.80229,-0.010108948
-82.93306,-0.009475708
-66.08139,-0.0049743652
-44.86328,-0.0021209717
-27.328232,-0.0020828247
-32.36049,0.0002632141
-27.376572,0.0044441223
-23.280045,0.005001068
-18.995483,0.0026168823
-33.19455,0.0036087036
-27.08162,0.0037765503
-5.9711914,0.0056152344
-22.944,0.0038261414
-21.85469,0.0047302246
2.6909637,0.010486603
0.72488403,0.010311127
-0.21940613,0.016124725
-0.5097809,0.015865326
-28.17389,0.00920105
-23.457062,0.010055542
-32.54663,0.005542755
-32.322296,0.0032920837
-44.267532,0.002811432
-40.128693,0.0025177002
-50.5381,3.0517578e-05
-67.65619,-0.0015602112
-69.12044,-0.004169464
-67.79468,-0.006893158
-101.050735,-0.016429901
-115.82271,-0.024681091
-91.60306,-0.019687653
-67.56532,-0.014575958
-13.8224945,-0.005970001
-7.3200073,-0.003768921
-43.13791,-0.006412506
-19.81456,-0.0034713745
-29.07515,-0.003162384
-20.610367,-0.0032615662
-30.606064,-0.008514404
-56.328873,-0.016586304
-59.541306,-0.020935059
-91.508255,-0.027202606
-94.08113,-0.02766037
-54.513718,-0.023117065
-44.09694,-0.014427185
