ACE_resid,Freq_resid
-29.368484,-0.007522583
-28.481567,-0.009849548
-29.298477,-0.011379242
-37.6231,-0.012783051
-51.228302,-0.017112732
-51.747734,-0.01499939
-19.266678,-0.011508942
-27.228745,-0.011707306
-0.5334244,-0.013191223
4.2160645,-0.013267517
25.658058,-0.0062179565
52.752968,0.0011062622
80.31503,0.0050735474
55.054764,0.0048065186
76.35818,0.007865906
74.75894,0.006477356
61.299408,0.0035591125
14.860069,-0.0058174133
28.536484,-0.007537842
33.48002,-0.00623703
21.023544,-0.0073394775
7.7602158,-0.0031661987
20.459152,-0.0024147034
47.205475,0.0038452148
44.648483,0.007774353
46.241814,0.006084442
8.121223,0.0046844482
17.539215,0.005214691
39.84852,0.0046424866
66.18757,0.010520935
94.43163,0.01763153
89.550476,0.021141052
50.40796,0.015472412
12.251617,0.011810303
31.436447,0.01348114
29.920486,0.011817932
36.598976,0.010295868
59.3649,0.014057159
67.641136,0.014343262
44.615036,0.01530838
39.691246,0.01815033
34.424843,0.015453339
35.885727,0.01663971
72.41157,0.017169952
102.738365,0.023593903
131.234,0.025115967
127.736916,0.024986267
148.68857,0.026756287
133.05945,0.018424988
94.145485,0.008960724
59.45553,0.0029029846
30.020027,-0.00060272217
50.011597,-0.00051116943
18.19947,-0.0055351257
13.682777,-0.008785248
9.457214,-0.009590149
2.2787476,-0.0072669983
-3.9083176,-0.006790161
32.637657,0.0010147095
53.52472,0.009635925
83.586174,0.015453339
87.23316,0.016819
97.91547,0.018119812
85.706985,0.020748138
106.315735,0.023147583
103.908905,0.019763947
92.355804,0.017116547
102.15259,0.017677307
106.64971,0.021793365
115.398895,0.02804184
127.794586,0.031284332
83.99883,0.021453857
76.44084,0.0139427185
72.18877,0.014476776
70.51463,0.0150260925
59.652786,0.010593414
15.868729,-0.00039291382
9.891403,-0.003967285
-12.15509,-0.010463715
-4.559601,-0.011837006
-12.091431,-0.009849548
-19.661774,-0.0075263977
13.405029,-8.392334e-05
45.054207,0.0040779114
75.79108,0.01014328
93.9334,0.012397766
99.66127,0.0118255615
111.40297,0.013065338
95.5387,0.013462067
106.499695,0.0143966675
61.49736,0.010242462
66.53617,0.00938797
70.12807,0.014198303
78.95853,0.017868042
101.781006,0.020645142
109.58577,0.020637512
117.48345,0.018192291
122.42691,0.017765045
99.77821,0.014125824
80.74916,0.009120941
55.260338,0.004547119
28.35794,-0.004650116
13.493835,-0.006008148
1.6530304,-0.010116577
-28.277077,-0.014312744
-15.818222,-0.011508942
10.844055,-0.004600525
3.875122,-0.002986908
19.919235,0.0019454956
29.79815,0.00039672852
56.8163,0.0019416809
32.920624,0.006126404
66.0023,0.011512756
76.4434,0.014915466
59.033195,0.014064789
73.190834,0.014087677
62.365906,0.010932922
50.765358,0.0064582825
17.951439,-0.0041275024
10.01944,-0.0039634705
20.908371,-0.007797241
20.80777,-0.0031814575
26.774876,0.0004272461
18.909267,-0.0019760132
20.562584,-0.00045776367
32.543373,-0.002216339
42.793686,-0.002532959
25.292362,-0.00932312
12.959183,-0.012393951
23.183128,-0.006454468
28.821716,-0.007701874
20.16449,-0.008728027
26.446503,-0.003868103
52.21653,-0.0026779175
50.444992,-0.005142212
64.06803,-0.005748749
91.13175,-0.0025787354
88.64957,0.00034332275
102.71437,-0.0016670227
83.869675,-0.008132935
71.126205,-0.013881683
48.884323,-0.018241882
41.560005,-0.018314362
35.894203,-0.019622803
52.756393,-0.016311646
84.270454,-0.010471344
83.526695,-0.008838654
72.77308,-0.009273529
74.72174,-0.008541107
99.49133,-0.0034294128
110.79535,-0.0033187866
75.83019,-0.0034446716
65.184875,-0.009147644
89.77829,-0.011543274
63.73031,-0.015167236
88.51684,-0.01619339
74.730515,-0.014316559
101.03258,-0.013267517
