ACE_resid,Freq_resid
113.77028,3.4332275e-05
103.91577,-0.00090026855
89.634766,-0.003528595
77.67273,-0.0034713745
69.98005,-0.0037612915
40.718178,-0.006702423
31.128445,-0.004825592
29.558578,-0.0016555786
18.350597,-0.0021095276
13.549118,-0.0047569275
32.384415,-0.0016517639
61.797375,0.002281189
70.6732,0.0048942566
68.16463,0.0036125183
47.91292,9.918213e-05
44.674316,-0.0024986267
49.02907,-0.002029419
40.52266,-0.0045051575
53.333134,-0.0038757324
47.056076,-0.0034675598
34.467613,-0.00541687
9.413231,-0.00806427
27.100769,-0.004852295
24.819939,-0.0060806274
35.441875,-0.007080078
81.6068,0.0042381287
99.971275,0.009590149
108.03498,0.011798859
116.87012,0.011180878
102.84029,0.0073165894
105.21265,0.007965088
90.13359,0.0032043457
91.31422,0.00037002563
99.1806,0.0016098022
114.948555,0.005088806
111.20276,0.0055999756
90.11103,0.0023918152
60.82906,-0.0021705627
84.82622,-7.6293945e-06
63.076782,-0.005317688
50.004486,-0.010875702
48.835266,-0.010574341
49.47084,-0.012180328
50.46496,-0.012123108
59.76316,-0.009628296
50.788837,-0.010231018
71.7393,-0.008483887
81.53775,-0.0034599304
110.55478,0.003856659
141.22234,0.009643555
153.20004,0.011909485
156.2911,0.012905121
172.86064,0.011985779
176.57794,0.011138916
160.4188,0.008041382
147.1802,0.0030937195
109.55084,-0.004207611
86.40419,-0.007511139
75.12517,-0.010574341
71.767975,-0.014221191
50.769176,-0.018726349
74.7867,-0.018695831
69.09218,-0.015369415
65.713524,-0.014480591
77.763565,-0.007434845
82.399475,-0.0071525574
111.33192,-0.0019989014
127.23647,0.0020256042
128.4608,0.004135132
137.86153,0.0036506653
166.01428,0.0072784424
164.50067,0.009590149
153.18799,0.009483337
135.29652,0.007320404
95.75189,0.001159668
74.84309,-0.005180359
97.75772,0.0033340454
105.7131,0.012554169
116.39365,0.012992859
131.0397,0.013404846
115.218216,0.009567261
115.56856,0.008876801
104.84253,0.006919861
79.24862,0.0026931763
68.24196,0.0009384155
59.687054,-0.0006713867
55.538116,0.00012588501
59.756077,0.0024909973
89.168945,0.0065345764
107.62543,0.010612488
115.593445,0.007835388
104.75318,0.0051193237
81.991516,0.0026550293
94.306984,0.0023460388
88.87979,0.0029144287
48.510735,0.0010681152
71.16543,0.0043144226
69.50355,0.0044021606
73.64351,0.0041770935
53.255394,0.0043792725
56.42219,0.0023345947
58.469215,0.0019950867
49.23914,-0.00024414062
76.21824,0.0031852722
67.999664,0.0031433105
72.2379,0.0060806274
89.56158,0.010852814
91.39836,0.013080597
89.31828,0.013717651
53.466217,0.005367279
29.314224,-0.0027046204
12.949997,-0.010597229
8.684319,-0.011440277
18.673859,-0.0051574707
42.162384,-0.00017929077
