rt_true,da_true,load_true,rt_pred,da_pred,load_pred
38.58,47.46,3383.5479,32.2215,45.2805,3011.0535
39.0,47.46,3420.1636,30.1956,43.9327,3049.1064
39.08,47.46,3428.813,25.5409,43.528,3080.9704
39.15,47.46,3440.0923,29.6212,43.3318,3045.2104
38.99,51.56,3468.9805,30.9413,42.1998,3047.3673
39.17,51.56,3467.9072,32.1534,41.9484,3071.9886
39.02,51.56,3511.1399,41.8865,44.0159,3118.9845
38.93,51.56,3533.7378,38.9413,41.6614,3161.2807
38.98,51.56,3546.6614,40.9003,42.9289,3205.6035
39.21,51.56,3571.1536,40.6777,42.5966,3203.5365
39.24,51.56,3587.2993,39.8077,42.5235,3254.9826
39.4,51.56,3631.1157,38.9809,43.7515,3291.5715
39.69,51.56,3639.1616,40.3416,42.0416,3332.0966
39.73,51.56,3685.1963,37.8034,40.0839,3323.2159
39.79,51.56,3706.1499,39.8318,39.7655,3359.803
39.83,51.56,3736.2639,40.3667,40.7851,3376.9929
39.74,55.17,3751.5073,38.4214,47.92,3391.5686
39.91,55.17,3760.5657,37.5903,49.7159,3418.7148
40.04,55.17,3778.3652,38.6268,49.6445,3425.5716
40.05,55.17,3816.0249,38.764,47.7332,3454.3179
40.08,55.17,3832.5725,39.2243,48.2723,3471.7532
40.21,55.17,3861.3677,40.9362,50.289,3505.4822
40.24,55.17,3867.4165,41.2493,50.9584,3542.9547
40.53,55.17,3888.8657,43.905,52.2351,3587.1019
40.6,55.17,3909.9397,40.79,52.5943,3595.8566
40.53,55.17,3911.9792,43.558,52.602,3633.4404
44.75,55.17,3939.0686,42.5758,50.7974,3661.057
41.89,55.17,3984.0928,43.3374,49.7854,3661.5528
41.89,78.64,3971.2104,36.9617,54.9396,3693.0654
42.21,78.64,4004.3926,39.4467,57.3173,3668.6814
42.62,78.64,4006.4951,43.3865,57.6029,3706.4677
41.62,78.64,4025.9492,42.9961,57.6685,3738.7724
41.26,78.64,4068.6885,43.2778,55.8139,3757.7997
41.76,78.64,4044.0249,43.3394,56.547,3770.8652
42.75,78.64,4063.4775,42.1602,56.5264,3783.9995
42.83,78.64,4070.6777,41.52,56.9685,3835.8545
42.91,78.64,4080.8555,44.9158,56.3263,3846.5059
41.96,78.64,4079.6042,42.581,56.5851,3909.3854
43.66,78.64,4117.7139,45.7456,59.0064,3945.983
49.99,78.64,4105.7075,44.7433,57.5026,3976.9082
39.44,102.51,4118.9702,43.7762,59.1403,3997.4749
41.19,102.51,4127.7764,43.6476,53.7942,4005.7066
43.72,102.51,4142.7939,40.8417,50.8461,3997.891
42.48,102.51,4177.1226,42.547,50.8313,4041.4848
41.55,102.51,4199.3252,42.9439,55.2292,4053.0718
43.82,102.51,4212.4268,43.2536,56.8617,4068.9647
41.42,102.51,4207.5015,42.3025,54.0169,4064.4607
42.8,102.51,4219.6655,44.6482,51.0378,4080.0435
52.7,102.51,4191.7544,42.3043,42.5243,4110.7761
52.82,102.51,4184.0591,42.1195,41.2145,4093.5876
54.55,102.51,4207.3306,43.598,39.465,4117.7905
63.08,102.51,4233.3955,43.4578,51.8893,4161.8725
33.69,116.0,4255.7178,42.9294,79.0201,4174.924
33.83,116.0,4285.7651,43.9027,81.9197,4196.715
35.18,116.0,4286.0767,45.811,87.5487,4180.2146
36.43,116.0,4306.7559,48.5525,78.979,4186.8795
36.87,116.0,4341.9312,50.0296,80.7821,4233.9244
37.08,116.0,4361.9951,47.406,89.3221,4184.1038
39.08,116.0,4370.9302,46.2767,88.5266,4169.4227
41.33,116.0,4376.1353,47.4248,92.7441,4176.9976
41.94,116.0,4392.8018,45.9928,89.4248,4166.8007
43.48,116.0,4385.3633,50.2708,96.2453,4132.112
45.0,116.0,4420.6797,49.8377,92.4802,4196.3561
40.88,116.0,4431.5537,50.9293,91.3363,4174.7398
38.97,112.95,4434.48,41.8311,116.1558,4221.6968
38.87,112.95,4442.3281,38.6465,120.2414,4205.1071
38.9,112.95,4439.5308,43.5464,128.7375,4176.9175
39.55,112.95,4449.4414,49.2585,129.1003,4211.347
39.91,112.95,4437.2905,48.6835,133.1757,4259.5971
42.11,112.95,4425.1475,50.9774,128.6461,4290.2428
39.95,112.95,4428.7832,45.4163,126.6828,4265.1947
42.65,112.95,4442.2671,42.0357,119.1611,4291.1464
42.81,112.95,4432.9888,47.552,119.3102,4230.2798
42.64,112.95,4438.9258,46.8834,116.8431,4182.3481
39.33,112.95,4475.248,45.169,123.8317,4183.0383
39.72,112.95,4444.5459,56.3799,127.6622,4214.5752
135.87,98.58,4434.9639,45.4773,132.4091,4257.9545
70.77,98.58,4427.5811,47.3757,132.6317,4309.3431
65.96,98.58,4407.7573,39.9567,131.9143,4282.3212
69.3,98.58,4370.8154,37.0423,132.6397,4279.8405
51.51,98.58,4368.626,37.5309,126.2321,4377.6985
55.01,98.58,4392.4185,38.0026,119.5168,4424.825
52.09,98.58,4357.52,34.8617,119.3165,4425.374
39.87,98.58,4382.4395,33.1667,119.0042,4418.9164
54.98,98.58,4347.3379,38.5706,115.6436,4436.8409
38.68,98.58,4350.7979,38.7674,115.9728,4407.9912
50.72,98.58,4327.3916,35.7814,115.6292,4450.2797
36.62,98.58,4328.9785,35.8689,117.8447,4472.5794
36.37,63.64,4308.248,32.7383,104.8376,4417.9188
34.84,63.64,4297.4922,24.0298,99.2553,4439.901
34.94,63.64,4229.6484,20.9693,100.8021,4395.3896
38.52,63.64,4234.5684,21.9647,98.6919,4366.8047
35.04,63.64,4195.105,29.5699,101.9325,4349.9913
35.16,63.64,4204.8799,33.6641,97.0086,4320.5227
34.87,63.64,4177.9238,30.533,97.235,4301.9968
34.13,63.64,4110.9233,28.6402,97.4117,4326.2979
33.96,63.64,4145.2163,34.7982,98.8266,4330.1017
33.8,63.64,4111.3682,29.355,100.3762,4318.3967
33.76,63.64,4069.9575,23.9858,103.839,4361.5796
33.75,63.64,4076.4395,25.9734,109.3488,4313.0972
35.52,52.64,4039.833,56.4592,86.8461,4219.8044
36.63,52.64,4022.9407,57.5009,79.5633,4238.3045
35.91,52.64,3993.1812,56.1129,75.1992,4205.5983
81.14,52.64,4008.8071,56.2931,84.0662,4076.2312
35.44,52.64,4007.8516,48.7478,90.5852,4030.7434
35.51,52.64,3987.1484,49.0146,93.8225,4100.9309
34.95,52.64,3995.9451,61.3135,89.2439,4050.4039
35.1,52.64,4004.0364,41.2256,88.5844,4111.0442
33.99,52.64,3952.0979,31.6269,76.8342,4112.543
33.88,52.64,3938.8774,22.6787,76.3358,4085.2777
33.85,52.64,3919.6089,30.1486,77.1621,4038.7348
33.76,52.64,3916.4338,21.3987,85.3223,3998.2852
36.71,43.73,3911.7925,28.6566,40.7117,3944.5914
38.28,43.73,3877.0107,34.3653,48.0919,3903.8107
35.83,43.73,3863.3857,15.0957,39.5331,3836.6641
35.77,43.73,3836.4346,12.8434,35.8593,3840.1723
35.29,43.73,3811.0808,-7.5004,17.3986,3808.274
34.91,43.73,3807.2017,11.7182,18.8653,3845.1334
34.36,43.73,3762.3027,2.7956,20.0156,3802.5619
33.88,43.73,3746.9854,4.3451,26.7798,3683.2563
36.87,43.73,3720.4746,31.0135,31.2097,3715.4584
33.77,43.73,3716.584,26.2002,39.3322,3657.9393
33.78,43.73,3699.2234,30.6891,29.9959,3611.3617
33.97,43.73,3681.4607,29.4514,28.1056,3635.8668
40.35,40.33,3680.6943,35.7058,17.9738,3639.6306
36.11,40.33,3645.2812,33.3152,14.0595,3652.0879
35.62,40.33,3599.7773,41.3491,18.1269,3625.9216
35.35,40.33,3552.677,42.3901,16.6883,3699.5604
36.06,40.33,3547.4893,47.1726,21.1823,3710.9509
34.54,40.33,3514.8486,41.7073,22.2707,3697.3097
34.55,40.33,3522.9932,40.4574,31.5654,3685.6203
34.2,40.33,3483.0637,41.6101,35.208,3700.9343
33.83,40.33,3474.4163,29.3855,30.5236,3651.9778
34.56,40.33,3422.2483,34.0893,30.3982,3583.8846
33.6,40.33,3425.1895,28.026,27.8034,3611.4536
31.05,40.33,3408.9192,25.0771,5.8054,3653.1351
31.11,54.96,3399.7153,21.4954,16.9022,3631.8231
32.83,54.96,3358.9746,25.9082,19.2181,3564.8024
32.72,54.96,3333.4175,19.5865,31.0645,3512.7019
25.04,54.96,3322.6846,29.973,23.8665,3524.838
32.8,54.96,3294.1057,19.5285,31.0703,3432.3339
36.15,54.96,3265.1624,20.4455,24.1847,3448.4525
29.88,54.96,3251.4841,20.848,25.6193,3384.0958
29.79,54.96,3230.2683,23.0856,28.7874,3336.4778
30.93,54.96,3191.0164,28.8684,37.6252,3307.2873
31.67,54.96,3167.3311,27.3491,35.9275,3315.2629
36.07,54.96,3131.7573,32.2716,40.4739,3306.5083
40.79,54.96,3119.1406,32.3345,38.3993,3330.3347
36.79,40.3,3087.6011,33.406,39.4659,3372.0555
29.86,40.3,3056.3396,31.9916,37.8393,3356.5502
34.68,40.3,3035.2383,34.3736,35.6861,3304.776
33.85,40.3,3021.6572,36.9145,36.5853,3225.289
30.08,40.3,2995.9084,31.8447,36.2871,3206.284
29.61,40.3,2993.4985,33.8456,39.5392,3137.3869
27.81,40.3,2972.502,34.6699,38.7358,3183.197
25.53,40.3,2957.269,30.2488,36.0569,3156.136
25.64,40.3,2943.145,32.3156,32.8281,3173.634
25.69,40.3,2906.228,28.7058,33.9071,3116.1561
24.91,40.3,2900.9932,28.4353,31.2324,3118.4035
22.32,40.3,2881.2742,30.1762,33.0871,3127.1809
40.45,38.59,2885.6357,31.8464,55.1415,3156.6957
39.76,38.59,2883.21,30.0243,57.3278,3099.0692
34.84,38.59,2880.0432,34.616,60.6107,3041.9233
33.89,38.59,2874.0679,34.4275,51.5932,3053.6476
33.89,38.59,2852.7805,34.1805,57.5832,3011.1116
33.83,38.59,2831.6128,33.4782,49.713,2993.9652
31.27,38.59,2808.6355,29.3832,46.2422,2976.3183
31.15,38.59,2796.52,30.6563,39.4999,2962.2606
30.0,38.59,2775.2039,29.4366,53.67,2885.0127
29.98,38.59,2767.5674,31.3385,56.1479,2840.1571
29.59,38.59,2752.8574,32.8585,58.6253,2792.7922
27.81,38.59,2738.0645,38.4855,59.0982,2775.062
39.58,36.67,2747.0298,29.375,38.4793,2702.9281
35.64,36.67,2718.9731,31.4082,31.8315,2660.8461
34.95,36.67,2716.0479,25.2759,30.4531,2635.2625
35.11,36.67,2715.1721,25.2784,48.8231,2594.3583
35.28,36.67,2693.7539,22.466,43.9779,2585.7951
35.16,36.67,2724.9216,23.8173,35.6683,2620.1106
34.6,36.67,2690.8145,24.1887,35.1329,2616.6109
32.5,36.67,2698.5698,18.693,28.891,2620.5228
32.46,36.67,2667.5942,23.4626,25.2018,2630.2527
33.74,36.67,2680.9141,15.8012,26.1887,2592.6935
34.6,36.67,2659.3657,16.022,34.1042,2574.4085
33.64,36.67,2644.4634,16.153,40.0817,2538.6254
33.61,35.92,2627.0408,28.4255,22.0082,2609.8203
33.58,35.92,2631.2075,32.2058,14.1859,2675.0752
33.58,35.92,2648.8772,35.1894,5.8009,2733.8896
29.81,35.92,2651.2537,30.7207,5.8389,2765.7278
29.87,35.92,2672.6855,34.548,8.0745,2701.9019
29.46,35.92,2624.4424,29.3967,19.6079,2653.1458
29.95,35.92,2643.3584,33.489,18.3017,2600.2434
29.52,35.92,2607.6331,34.1716,21.5353,2578.4168
29.49,35.92,2606.3396,30.2247,18.6785,2567.5295
29.49,35.92,2598.2302,29.1417,18.6528,2559.0101
29.4,35.92,2619.0059,28.8148,14.5824,2588.1063
28.04,35.92,2621.6714,28.5353,17.3549,2536.5717
29.43,37.89,2609.2026,28.9912,16.6324,2562.4299
30.04,37.89,2588.644,23.7898,24.9768,2516.2705
30.04,37.89,2607.3467,26.3841,29.734,2510.5302
33.64,37.89,2608.1958,29.4437,37.6534,2526.3988
33.61,37.89,2593.7227,29.2353,38.4121,2511.2539
33.61,37.89,2589.0342,34.0441,40.7897,2568.5445
34.5,37.89,2587.5474,32.7648,39.1808,2546.5538
33.58,37.89,2594.823,34.6812,37.8519,2567.5022
34.5,37.89,2629.8345,32.5574,38.2927,2560.7027
33.61,37.89,2597.3364,29.2063,37.9327,2571.0515
34.5,37.89,2613.3081,31.0918,40.5048,2561.6625
34.63,37.89,2615.908,31.6677,38.9451,2538.293
34.41,41.13,2614.4492,32.8307,38.424,2511.6345
36.58,41.13,2631.8467,35.003,38.932,2520.3926
36.65,41.13,2667.5791,33.7957,39.0289,2563.8124
37.42,41.13,2687.0125,35.1185,38.5445,2587.7404
39.25,41.13,2671.2861,32.6989,37.3793,2657.5959
39.51,41.13,2696.312,29.4595,36.7369,2584.5354
39.55,41.13,2666.1787,28.3013,35.5612,2605.6422
38.0,41.13,2695.0002,26.004,35.2202,2553.0163
38.0,41.13,2701.7446,30.0151,33.6541,2560.6799
36.27,41.13,2696.7471,28.8713,35.0448,2538.5572
36.46,41.13,2694.2446,31.183,35.1917,2579.8368
38.59,41.13,2703.6646,29.8666,35.8203,2615.9532
31.81,43.85,2725.1333,33.4628,38.48,2603.3224
39.47,43.85,2745.8848,28.6959,35.8417,2580.749
39.58,43.85,2750.4072,31.6706,37.8906,2584.558
39.69,43.85,2781.3359,31.972,36.978,2618.6907
39.69,43.85,2808.6992,33.3882,38.2265,2576.9845
39.65,43.85,2800.9307,36.428,38.4705,2573.9393
39.65,43.85,2835.4668,37.3397,38.5998,2568.8263
40.4,43.85,2838.5967,40.419,39.767,2593.3023
40.68,43.85,2897.1287,38.5589,40.6333,2653.3808
38.73,43.85,2885.998,39.0682,39.4534,2638.0768
39.76,43.85,2885.0391,39.4754,39.8314,2656.5584
45.86,43.85,2890.9983,37.0437,39.1637,2661.5239
25.01,52.8,2937.3848,34.1518,43.6299,2652.1149
34.82,52.8,2952.3213,36.9152,45.2817,2652.892
34.85,52.8,3019.438,39.9573,46.8121,2724.6651
34.91,52.8,3028.3008,42.8279,46.8057,2778.9421
38.54,52.8,3031.7517,42.02,44.7381,2751.9813
38.42,52.8,3069.7671,38.6255,44.4013,2780.5689
38.23,52.8,3090.1147,39.9386,43.605,2739.51
36.81,52.8,3099.396,39.1598,43.553,2767.3552
36.81,52.8,3099.4211,37.4333,45.3987,2762.4638
38.27,52.8,3109.1194,38.6636,46.0731,2743.1857
39.79,52.8,3141.6064,41.0661,45.5133,2739.4384
39.82,52.8,3133.9858,40.8524,45.0744,2763.6051
37.47,68.79,3180.4417,38.637,46.7601,2797.9048
36.9,68.79,3203.8745,37.5242,47.4513,2830.4937
37.45,68.79,3232.2139,37.3794,46.9373,2848.265
39.57,68.79,3253.8433,39.5887,47.6468,2886.6078
39.75,68.79,3305.519,39.5557,47.8815,2950.6778
39.78,68.79,3310.6843,39.7796,48.743,2919.8295
39.86,68.79,3354.7456,42.3983,49.9454,2979.4616
39.9,68.79,3368.7876,42.1301,50.2376,3000.3328
39.96,68.79,3388.2363,46.7597,50.5814,3094.7381
40.04,68.79,3450.293,42.726,48.0925,3099.8813
43.48,68.79,3426.2986,40.8196,47.1756,3065.9889
43.74,68.79,3454.0825,42.0302,47.3961,3075.3441
45.26,78.38,3448.9331,38.3762,58.2583,3137.7821
47.13,78.38,3475.5645,36.351,58.1148,3175.5914
48.49,78.38,3499.3665,42.2088,61.9833,3251.1098
48.49,78.38,3534.3359,41.0969,56.932,3305.5977
48.73,78.38,3549.8579,44.4449,56.3235,3300.8065
49.09,78.38,3541.207,42.1019,55.4118,3338.3993
49.14,78.38,3581.9883,36.5622,55.0013,3346.7414
50.69,78.38,3579.2686,42.2743,53.4967,3345.6378
54.66,78.38,3605.8037,39.8096,55.6086,3330.9552
54.65,78.38,3650.2729,40.3378,56.6653,3305.3043
55.09,78.38,3652.542,42.2284,60.7806,3328.6155
101.34,78.38,3667.147,46.1284,54.9923,3369.6093
24.54,79.51,3716.4629,38.8246,75.1615,3414.3721
64.84,79.51,3712.6812,41.0835,75.558,3464.2641
75.87,79.51,3752.2207,40.821,76.8131,3469.965
75.97,79.51,3744.0706,46.8593,82.3965,3478.8556
49.88,79.51,3775.502,48.8824,83.137,3544.9503
75.66,79.51,3776.3765,48.3366,86.0039,3549.7808
75.99,79.51,3788.3721,50.0545,85.5197,3591.0263
76.07,79.51,3831.0579,47.895,84.7355,3616.4515
50.23,79.51,3850.9331,48.294,80.613,3635.2169
75.98,79.51,3858.21,50.9002,81.7871,3729.8093
75.97,79.51,3900.5059,50.0057,81.0661,3696.2175
75.95,79.51,3891.5723,48.6132,81.3788,3684.8443
76.21,86.54,3933.6462,40.9684,88.4624,3636.0777
77.19,86.54,3947.4136,46.9944,89.0277,3613.7429
76.27,86.54,3965.2534,47.8992,87.4961,3652.1269
77.28,86.54,3979.8608,47.8319,86.2054,3672.049
76.81,86.54,3983.7993,48.8962,87.8727,3704.0198
77.07,86.54,4024.1494,55.5785,88.2195,3660.1538
77.33,86.54,4070.2612,45.4018,85.7306,3719.5519
76.86,86.54,4105.8877,48.9959,86.7499,3695.0701
77.11,86.54,4125.98,54.7209,84.7005,3734.4485
77.66,86.54,4117.6016,52.0911,87.7426,3793.4161
78.52,86.54,4163.4521,56.8884,87.8699,3815.6589
78.42,86.54,4164.0127,65.5558,93.7538,3780.2387
78.03,109.88,4179.1387,63.0703,85.9719,3863.0079
78.6,109.88,4209.0879,64.0246,81.8663,3860.6303
78.48,109.88,4239.0732,71.7893,84.6116,3872.816
79.46,109.88,4260.6782,58.591,82.7021,3860.6344
79.23,109.88,4270.1465,66.6788,83.2252,3882.9905
79.29,109.88,4305.2148,71.1934,78.4892,3899.7893
79.9,109.88,4334.3486,64.927,83.784,3865.0047
79.84,109.88,4338.4287,71.1458,79.1206,3960.5504
80.13,109.88,4373.3218,71.7829,82.8692,3974.2003
80.11,109.88,4423.4316,78.5637,78.1061,3990.9705
80.65,109.88,4441.5659,60.8512,82.1963,4013.1282
81.74,109.88,4444.1738,65.9493,77.1082,4037.3571
80.08,125.0,4456.4497,68.8558,87.9752,4054.3147
81.26,125.0,4473.5039,75.7718,84.9572,4110.5831
80.07,125.0,4499.8662,69.6809,87.6885,4097.5741
80.08,125.0,4531.562,81.9238,85.062,4107.4868
83.62,125.0,4528.7769,83.406,88.4712,4070.4992
85.03,125.0,4545.1123,80.9295,87.7723,4139.9683
85.03,125.0,4565.396,84.2214,87.4764,4226.6037
84.67,125.0,4556.333,85.5447,85.1742,4279.0445
84.67,125.0,4550.8027,76.0413,90.3151,4318.7173
84.71,125.0,4573.083,79.7167,85.8223,4303.0216
84.74,125.0,4566.8569,80.2659,80.6633,4359.9459
84.81,125.0,4544.9062,82.9082,86.4523,4357.3708
88.38,195.16,4576.3721,79.3236,109.9049,4401.8156
88.35,195.16,4589.562,78.7354,117.3187,4410.5957
85.76,195.16,4592.7788,85.9311,118.865,4449.9148
88.12,195.16,4615.3804,86.7667,118.2968,4474.0229
76.57,195.16,4624.981,89.7497,116.0612,4499.6565
107.31,195.16,4618.3823,85.9566,119.1411,4523.19
564.58,195.16,4604.4512,83.6035,115.3544,4577.9435
97.61,195.16,4622.8188,90.7171,120.3262,4555.5464
100.82,195.16,4621.1177,83.602,119.5044,4571.9525
86.97,195.16,4626.4434,93.7029,128.4252,4617.9357
90.02,195.16,4638.4272,94.8414,127.2261,4656.7705
135.77,195.16,4658.1602,92.8347,124.348,4642.0213
135.07,220.06,4645.1577,80.7513,138.7916,4627.003
106.65,220.06,4658.3232,85.5996,131.9517,4640.7728
106.41,220.06,4683.0933,82.6211,126.6645,4655.4192
126.85,220.06,4713.1299,85.8217,121.4575,4673.6473
124.34,220.06,4731.5557,85.7549,132.0969,4633.9472
124.34,220.06,4720.1445,89.3184,138.6015,4613.4086
124.8,220.06,4733.1592,87.1936,136.1426,4631.4637
124.8,220.06,4740.5884,72.358,122.5677,4607.5403
126.0,220.06,4716.5669,55.3765,113.1556,4583.6522
119.66,220.06,4730.5806,57.0337,115.0493,4603.427
124.35,220.06,4751.2842,49.776,122.3747,4579.1984
124.35,220.06,4756.6611,60.6898,135.1294,4513.7918
119.78,236.78,4773.2275,75.389,212.6467,4697.0482
119.78,236.78,4766.2954,92.5536,219.5036,4707.3063
123.36,236.78,4773.6406,128.0018,218.3887,4684.5978
188.49,236.78,4801.8608,133.0255,221.1792,4674.1309
188.49,236.78,4792.3428,143.8758,229.5931,4702.6583
177.64,236.78,4822.0996,126.1164,239.7717,4668.8151
177.64,236.78,4845.2778,136.8161,234.4162,4646.9872
174.78,236.78,4856.3994,192.5507,230.8236,4657.8216
178.01,236.78,4865.2231,164.9888,222.801,4636.9166
137.86,236.78,4871.9536,188.1558,254.6005,4589.6081
133.38,236.78,4882.9766,168.5336,264.6435,4629.9223
215.08,236.78,4903.2471,144.4948,253.1058,4673.7161
182.53,224.35,4883.4653,131.9843,252.636,4661.4383
198.58,224.35,4905.2222,108.3259,262.5751,4625.3207
182.03,224.35,4897.5464,41.1128,231.7972,4650.7764
130.03,224.35,4913.1025,58.5223,252.7553,4637.404
172.37,224.35,4915.6108,132.8223,253.9012,4691.6652
181.94,224.35,4951.3408,96.5128,275.4382,4660.0423
306.36,224.35,4973.8867,125.9511,238.4383,4682.1333
308.4,224.35,4929.9004,109.1796,253.5306,4662.2964
307.92,224.35,4946.4951,80.8606,225.7051,4633.5951
402.7,224.35,4929.1396,122.0542,225.8984,4651.3728
359.04,224.35,4942.1733,81.8339,226.4564,4677.4109
174.15,224.35,4931.9888,84.9993,270.8291,4638.7487
164.24,138.0,4913.5933,157.1138,264.8195,4665.3126
135.26,138.0,4926.8682,152.8572,225.3976,4699.9705
163.12,138.0,4934.415,149.1382,226.0457,4675.349
145.88,138.0,4914.9717,168.5084,225.7152,4713.7862
116.27,138.0,4891.1294,171.8808,218.8014,4723.1954
163.0,138.0,4930.5703,183.9329,223.0358,4772.6359
111.99,138.0,4887.0195,164.9355,226.6543,4796.5556
163.93,138.0,4903.5449,192.4624,236.8906,4822.2218
117.47,138.0,4880.7939,196.6284,239.239,4829.2314
103.99,138.0,4866.6182,177.0454,237.0048,4858.3103
125.45,138.0,4841.5439,180.1429,231.5035,4901.7942
129.86,138.0,4816.5757,185.5394,236.8077,4876.0801
87.54,98.0,4850.3901,147.073,211.1925,4764.2155
103.12,98.0,4822.8906,191.7727,201.6126,4782.5876
89.15,98.0,4785.2812,157.4288,199.9811,4745.212
103.19,98.0,4816.7041,144.4517,202.7467,4752.7892
388.9,98.0,4791.3022,164.2252,197.4908,4787.4404
91.41,98.0,4775.9033,144.2797,183.9592,4846.0736
110.95,98.0,4766.5283,136.8746,184.8399,4894.814
117.9,98.0,4748.9385,169.0884,168.3205,4832.3528
104.27,98.0,4726.4819,159.3246,152.4701,4858.6294
110.08,98.0,4725.3354,168.1354,170.2026,4813.5941
104.13,98.0,4708.3818,203.9235,183.062,4802.2286
103.03,98.0,4708.9165,220.5561,201.2952,4782.9653
87.15,87.28,4652.8721,235.9845,126.7836,4522.3835
87.17,87.28,4652.4229,168.5817,117.5403,4528.694
87.54,87.28,4646.6328,140.1176,112.8874,4578.7966
87.05,87.28,4668.6504,51.7389,68.2903,4599.7975
87.11,87.28,4664.6714,45.4708,34.8242,4594.5185
87.55,87.28,4608.7856,23.737,27.5754,4649.5403
134.89,87.28,4627.1514,34.5982,39.5182,4585.4821
108.59,87.28,4598.6094,63.2252,57.1755,4588.5809
86.25,87.28,4579.4746,137.8931,75.3002,4550.1039
86.16,87.28,4538.9546,131.3137,67.6402,4537.7611
86.07,87.28,4553.2119,110.9025,66.2638,4488.772
84.22,87.28,4549.9873,98.2495,46.6709,4441.6437
82.34,83.68,4492.6216,130.719,1.7947,4549.312
105.87,83.68,4424.0552,123.4845,-4.7334,4518.981
83.03,83.68,4425.3774,110.5949,-9.3177,4582.2158
83.03,83.68,4405.9414,106.2125,1.5211,4627.1894
82.24,83.68,4356.6333,77.5237,-9.5584,4589.0147
80.94,83.68,4340.8457,168.3052,5.5479,4582.8015
80.88,83.68,4309.3613,178.8789,-7.4943,4553.3483
79.9,83.68,4280.8525,135.6874,4.6323,4519.8784
82.12,83.68,4244.2979,147.0822,39.575,4452.4612
79.59,83.68,4206.5283,99.9889,35.1381,4422.1077
79.55,83.68,4190.0176,119.304,18.5321,4455.2817
79.35,83.68,4163.917,95.2435,-29.709,4502.2237
48.52,79.54,4121.5068,36.0297,-25.7088,4487.7076
47.36,79.54,4101.6001,28.498,21.416,4420.1142
42.85,79.54,4047.5149,63.8745,31.7683,4425.572
43.06,79.54,4013.4849,33.0662,58.7646,4466.5489
43.35,79.54,3979.9683,70.7803,54.2419,4497.4119
38.9,79.54,3940.6975,60.8094,68.6245,4291.0661
37.34,79.54,3898.8145,80.5136,60.6956,4355.3099
36.51,79.54,3888.1289,102.9021,61.6892,4289.9366
36.44,79.54,3829.1946,65.9746,59.7953,4282.878
36.64,79.54,3811.229,69.8274,67.8972,4181.2974
36.71,79.54,3811.5557,72.2632,79.3955,4186.2712
36.71,79.54,3788.1826,66.7313,71.5094,4248.841
38.18,61.53,3707.1758,94.3384,86.1834,4168.1363
