price_resid
4.904934
-3.820385
2.18672
3.4628296
2.7597504
0.6245403
0.07139969
1.0825386
0.82744026
1.053566
2.819481
-0.66718864
-0.9830589
-0.14155579
-1.0034103
-0.86818314
-1.7720337
-0.50815773
-0.72999954
-0.40635872
-1.0714798
-1.0355339
-0.9405594
1.3800907
1.328783
-4.5520477
-3.0431576
-4.958149
-10.288757
-9.091349
-9.239653
-9.48019
-10.624371
-11.029836
-9.869139
-9.870884
-9.058487
-3.9627247
-3.1966724
-2.464674
-0.4707203
-0.7395096
0.3691578
0.5686741
0.038211823
-0.0065746307
1.0886574
6.108095
5.2201366
5.4660587
6.420168
6.1070957
5.9900837
5.8831787
6.3902225
5.533182
5.891329
6.9826946
5.820381
2.3589783
1.6025486
2.5681171
2.7311172
3.051138
2.7966137
1.4526348
1.6041927
2.4601326
2.673891
1.7179127
1.627449
1.625618
0.7604637
-0.52352333
-0.9762268
-1.4917107
-0.5270996
-0.021671295
-0.025590897
-0.70723724
-0.94205284
-0.30151558
0.47177505
0.84926987
0.88918495
1.373373
1.8691959
1.7068462
0.6797924
-0.23957825
-0.66817284
-0.5490093
-0.35401917
-0.064237595
0.27661324
0.25515938
0.5276413
1.4539394
8.095926
7.845684
7.9150543
8.402618
8.448271
8.113472
7.761751
7.5720406
0.5199871
0.717638
0.5439663
0.14749718
-2.5127506
-2.2559185
-2.6494122
-2.3738976
-2.9156628
-3.8939095
-3.9892673
2.5880852
5.7220535
6.7140293
5.821739
4.825611
-1.4036083
-0.2925663
-0.043102264
0.5713482
-0.16244888
-1.5914154
6.5475807
4.900757
4.993408
4.1313477
6.377041
-2.4824867
-1.1240711
-0.7199459
-1.4888287
-1.8257809
1.16222
0.22586441
-2.663002
-3.2021904
-2.918808
2.7369156
4.384659
-0.42392159
-2.6909847
-2.0005703
1.0374718
0.014913559
1.4063988
1.168539
2.7613373
-0.10751343
6.1494446
23.638332
22.203392
17.71558
14.470869
20.84754
66.75539
300.3315
293.29514
118.53115
25.546473
27.135784
22.84106
10.582603
17.525108
-3.3558884
-0.016902924
-3.3427696
-23.040833
-14.055958
-17.950378
-12.498684
2.163765
-18.134235
-20.83862
-23.846565
-21.987442
-0.47653198
-14.438095
-17.581638
-23.277857
-30.380552
-18.207985
-12.472624
-12.181942
-13.954693
-16.676676
-13.947447
-11.596725
-8.111925
0.69101715
1.4859238
0.48056412
1.2926102
-8.251276
-8.419947
0.82273674
-0.4965706
1.4139938
0.98308754
-1.723341
6.2410355
8.581558
15.600062
15.24401
8.854788
9.459518
2.6919556
2.9356556
2.9564228
0.8646221
2.187725
-0.3049202
0.3111725
2.0285854
2.2412338
6.113493
5.6215343
3.439394
2.5428066
2.0329247
2.3779354
2.9596195
2.6220875
1.9894104
1.1753178
1.00671
1.33177
1.7859917
1.6239109
2.2926788
0.24022865
0.37013245
0.7584286
0.35121155
0.76491165
0.9113064
