RT_price_resid,DA_price_resid,load_resid
-11.2987385,5.7298126,-160.4878
-23.389372,6.0611725,-158.65967
-30.895973,4.8582916,-71.62305
-38.945442,3.9732208,-99.24512
-35.48803,4.5789337,-62.831055
-31.774242,4.098572,-98.88672
-27.921707,3.8925323,-59.70459
-26.989521,6.4671936,-37.347168
-39.454937,5.0161285,-40.056152
-29.35368,4.742157,-44.479492
-37.250195,3.4548035,-37.10205
12.482214,23.790985,-0.7138672
2.0500374,24.208588,16.091309
41.742702,25.961761,46.54834
42.83572,25.962967,-18.94873
-0.11561966,24.866196,-33.668945
0.49375534,25.347488,-49.74463
-4.4405117,26.488098,38.364746
-8.704384,26.497604,8.558105
-15.674976,27.20459,15.250977
1.741024,30.138107,39.092285
0.584877,29.595062,33.676758
34.445633,28.761902,1.0029297
13.275509,8.987091,1.4643555
-6.3618355,9.830429,13.611816
-2.032032,10.881256,0.54296875
8.057482,10.176498,32.874023
14.427958,7.3876038,-8.816406
-4.065815,7.796829,69.927734
9.299322,6.1059265,-7.7163086
5.208843,5.3338623,-43.29248
-7.161392,7.3370056,-27.384277
-19.700157,6.9849396,-70.24805
-7.023144,7.7854004,-83.8418
4.6200943,4.7589874,-44.16797
16.710403,3.2628174,-30.66748
14.5281105,2.9975128,-46.18506
13.937162,4.0970306,-30.421875
26.559624,3.0534515,-47.16992
26.322346,3.800644,-81.92529
33.45945,4.017105,-89.8418
33.796104,4.4682007,-61.335938
32.25363,4.427231,-75.84717
26.828833,4.0798798,-98.98584
28.382053,5.9852295,-120.273926
20.972563,4.8883514,-131.26465
27.179787,4.565262,-157.09717
362.12283,-32.67929,-146.62451
157.51515,-32.880676,-152.22852
22.898884,-31.464928,-155.06738
20.68687,-30.841766,-184.21777
28.750095,-30.87207,-99.518555
17.40328,-30.998184,-105.23633
20.94208,-30.768845,-155.49658
19.833948,-30.277115,-130.83203
3.8366756,-31.69577,-145.63379
15.345009,-31.913544,-110.271484
10.626961,-32.94136,-129.8872
17.528858,-33.414604,-148.44336
-22.650501,-19.439072,46.09668
-11.817028,-23.446198,39.770508
-15.406792,-20.707558,81.861084
15.591003,-25.408905,115.66821
36.297535,-29.567375,28.98413
38.392643,-27.148827,-28.296387
17.055439,-24.831818,53.208008
-14.82946,-20.487404,19.614746
29.089325,-18.839943,43.600098
46.26682,-13.810905,111.67041
38.438957,-15.283199,127.434326
61.761673,-11.609085,160.09644
-8.586815,-4.4038696,64.94556
7.6042137,-3.5205383,69.839355
20.849525,3.6404152,110.799805
26.56473,0.4325447,107.98657
34.409145,0.38417053,119.4187
-1.8603363,-0.764431,131.65479
6.5319138,1.5539436,112.11328
19.259762,7.204777,110.23071
9.062222,7.709667,84.119385
-6.0248795,5.5711823,100.9209
-31.166904,6.3143616,58.120117
-17.792744,5.1959953,69.72095
-5.0136414,-1.9862785,-7.6740723
-27.995262,-0.5136719,9.778809
-13.020374,-1.3010826,19.760498
-16.057156,2.481022,-0.27075195
-19.08631,7.5752563,-6.581543
-6.9945126,6.4741173,-48.20288
-16.84137,0.47255707,-51.13086
2.7804546,0.4435997,-25.471191
5.8131466,-1.7806702,-73.89111
4.220299,-4.3856506,-149.45654
-9.43581,-4.417141,-102.50903
-24.791403,-1.7915192,-180.98145
-5.72015,-2.840931,-86.2124
1.1467133,-3.9567947,-42.198975
-6.540287,-3.889965,18.310547
-9.767967,-3.5810738,-3.0134277
-15.502029,-2.5262794,-22.396973
-1.844696,-1.465519,23.009033
-4.6079426,-2.6481247,-23.281006
-3.3830872,-1.7477913,-23.407959
-0.89813995,-2.3174438,-2.3127441
3.0425243,-2.8297272,-38.769043
0.9753666,-3.5151787,-74.23779
-3.5063057,-0.6711807,-66.95679
-7.147167,0.5733795,-16.437744
-10.4251,0.6102333,2.3269043
-9.383421,0.414608,-19.220703
-9.637333,0.5825615,1.5583496
-7.8526134,1.3481712,16.259521
-9.368397,0.23270798,23.631592
-4.4818096,1.8351688,34.494873
-4.351364,2.37035,80.57593
-7.36755,2.5282078,64.47949
-2.5997124,3.0322285,89.3396
-7.5857162,2.9951649,89.53418
-2.6973286,3.1060486,115.04248
-3.8426266,-0.35364532,76.37109
225.771,-0.38798523,77.406494
167.74026,-0.6591816,57.662354
-5.4328995,-1.5579605,56.902344
2.2632008,-0.110580444,74.234375
-1.725214,-0.3746338,47.450928
-0.37883186,-0.12995148,75.923584
-1.586853,-0.052894592,70.647705
14.490952,0.12315941,61.778564
16.34171,0.5601063,50.495117
13.329014,0.98207855,68.30762
8.045116,1.2065792,43.08716
13.187939,-1.1824512,67.55884
-15.994209,-4.1419144,95.03247
-19.052391,-6.7114353,111.62451
-35.91521,-7.810068,56.194824
-22.627333,-10.722832,83.618164
-1.174839,-13.947441,60.109863
-0.30072403,-13.139389,28.36792
-10.036604,-10.918827,28.088867
-36.461456,-8.883341,8.115723
-15.091803,-6.47365,17.76123
-4.807459,-5.138199,33.04712
-9.536278,-6.222048,24.434082
5.3808727,0.050395966,44.723145
-0.17435455,-5.6745605,6.248047
42.584904,-7.4459534,19.58789
7.1112175,-1.9075146,73.39697
9.992266,-2.701889,62.157715
11.977732,-4.343933,60.87378
-7.4476967,-4.985792,61.161865
-10.584406,-4.072933,42.83838
2.930069,-0.15772629,59.726074
-4.86034,1.2808151,51.53247
-15.790146,-0.004640579,22.79956
-33.205452,0.24147606,31.992676
-19.00031,-1.5676022,30.680664
-1.3724651,-0.75808334,7.4785156
-31.808752,1.4000225,20.113037
-23.005453,1.8286686,50.510742
-10.287834,4.796753,27.700195
-3.002159,7.371828,11.778076
0.14946747,7.3403835,-32.21338
-7.2579613,5.266197,24.655273
-7.4286594,4.2165413,53.931152
-12.253485,3.0470371,5.8615723
-5.354185,1.7935543,-53.963623
-20.254316,2.5120049,-68.870605
-8.254946,3.735506,-65.99194
-0.5630894,2.6538315,-29.698975
-6.0371037,0.29314995,2.956543
-6.566242,1.2026558,24.16504
-5.882061,2.2733784,43.56787
-2.3010635,1.545929,46.09912
-2.224352,1.6724796,48.010742
-5.125162,0.6918621,42.63623
-4.8959846,0.6961231,25.583008
-2.3218575,0.81620216,-4.097168
-6.9009876,0.2804451,-8.946045
-4.630783,0.4770851,11.530518
-11.925795,3.4158115,6.348877
-5.963545,3.0392437,14.21582
-9.887272,2.972578,22.922852
-14.741323,1.9477997,-43.59546
-7.784376,2.1512356,-30.084473
-8.86968,3.1250591,-16.263428
-4.8634357,3.937107,-9.220703
-8.664566,3.39884,9.037109
-7.3991356,3.1052132,43.20044
-3.004078,4.137108,67.22363
-6.372902,4.2018757,95.39575
-4.8757477,3.5358028,116.478516
-10.302925,0.61206436,62.081543
-9.692736,0.021770477,50.248535
-11.46633,-0.9816055,63.929443
-9.81275,-0.49961472,111.58154
-9.679602,-0.5640068,133.87256
-9.701437,-0.89443207,141.07007
-9.632463,-0.8015785,150.30981
-13.452082,-1.8594704,79.65552
-10.9289055,-2.4137726,81.90039
-14.357481,-2.1734047,80.78174
-10.691805,-1.6356468,119.10205
-13.116545,-2.6073112,53.81543
-11.190969,1.0327644,110.37207
-8.019232,1.687355,126.29761
1.3128815,0.88951874,101.10669
-12.199404,0.7777138,80.45093
-15.474186,0.80812836,95.77295
-14.9355545,0.22082138,53.632812
-16.736856,0.2561493,17.396484
-11.736088,2.376667,129.56494
-10.138594,1.903202,66.91211
-13.957985,2.50906,139.03784
-15.5388775,1.1853333,62.46045
-15.588165,0.4832039,46.07715
-18.25452,-1.5499191,15.313477
-21.87784,-1.727642,-2.5683594
-17.273365,-2.376007,-35.641357
-22.431746,-2.9582024,-45.999023
-20.616198,-3.0694542,-54.44214
-8.475475,-3.8497887,-75.884766
-18.525467,-2.6288033,6.6132812
-19.884413,-3.82275,-47.398193
-10.889393,-2.7678947,-4.7773438
-27.4174,-4.1742096,-67.51465
-21.629648,-3.0611916,-38.1958
-15.627537,-2.9566498,17.283447
-14.285603,0.2523384,29.489502
0.58561325,1.6525345,65.5686
-11.895969,-0.4494171,63.35791
-10.556822,0.33490753,64.71338
-11.379679,-1.420002,26.458008
-10.551563,-2.1665077,32.87793
-5.5816383,-2.7396584,4.8723145
-12.719997,-2.5573807,16.177246
-7.9536705,-3.3743744,8.002197
-11.265499,-2.628006,10.602539
-5.1268578,-1.809967,30.604736
-10.749111,-3.2232513,2.114502
69.19874,8.809792,20.575684
-9.951214,8.955872,37.654785
-13.53326,9.860157,36.427246
-9.63649,9.880535,55.45874
-9.562012,10.638878,70.617676
-5.9235344,10.285076,99.09741
-14.14769,10.360142,88.06128
-11.571484,9.324284,46.097656
-18.295021,9.041183,105.19043
-17.236115,9.406685,124.21094
-6.537922,8.632549,116.39258
-5.8270874,8.1053505,119.82031
-36.640526,18.459427,62.588867
-31.741846,18.301537,40.53882
-27.489246,17.606743,59.610107
-22.876717,16.28434,69.83081
-21.570667,15.705666,50.18994
-24.610207,15.817474,-9.734619
-25.767132,16.71672,60.509033
-30.718391,17.699448,48.16089
-18.67966,17.45961,-13.598633
-25.977234,18.38263,8.298096
-27.481087,17.648636,15.47876
-23.63453,17.564651,-6.2109375
-29.202667,-0.22132874,-75.31299
-13.040581,1.1606445,-12.623535
-13.737446,2.6166382,-19.22998
-23.177288,1.3972626,-5.0629883
-26.728992,1.7274933,-0.122558594
-28.766273,2.374382,85.791504
-25.673332,2.0324097,40.464844
-20.009445,4.147232,52.29785
-30.78381,4.0757294,69.29639
-39.89165,2.5418549,-2.385254
-34.550728,3.5472717,23.890625
-22.540829,1.4108887,-2.2060547
-10.82159,58.564857,44.148926
-22.650116,58.071426,17.23291
-13.298302,58.307007,50.362793
-14.470276,59.534042,19.677734
12.900635,59.676865,18.982422
16.805244,59.767822,-31.651855
11.222778,58.390175,-4.338379
-16.292824,59.07612,37.95459
-24.954605,58.91526,4.873535
-11.96772,62.243042,89.79346
7.9228973,61.501747,88.9043
29.332378,60.748627,57.00537
-9.846977,28.831055,-92.95801
-15.926842,28.766998,-69.765625
-13.2163315,28.213898,-81.555664
-23.403751,27.474075,-92.60693
6.3149643,25.370758,-124.36426
-6.881157,25.18634,-34.161133
2.9879837,24.341888,-64.38037
-3.2080498,23.273346,-102.71094
-1.4584885,25.911438,-95.430664
-23.685425,22.890976,-110.864746
-28.059292,23.63861,-143.10547
-31.103886,22.042923,-65.80371
-3.1557503,32.849136,-8.936523
1.4966888,32.909515,-26.53125
1.9110832,33.192123,-38.399414
-3.028988,34.49417,21.07373
-11.912243,31.931961,-20.120117
-9.093269,32.692,-0.6386719
-11.341259,32.75502,28.635254
-13.435577,31.997162,-8.873535
-17.888836,31.531418,16.746582
-4.5403748,33.291748,37.35254
162.84448,33.111496,61.88037
58.330708,30.308258,-7.7910156
43.586338,-18.456512,-51.16797
30.582588,-16.56099,-42.50244
33.97942,-14.3606415,-47.67627
46.29268,-13.474396,-53.833496
54.84718,-14.4640045,-77.646484
38.25687,-14.151688,-40.79883
40.13231,-13.339813,-71.30469
36.87652,-12.518494,-20.549316
26.354576,-10.23053,-30.967773
25.271778,-9.773239,-23.276367
5.8665237,-12.711288,-45.07666
43.502907,-17.683884,-82.958984
5.755516,-3.9962616,41.59326
25.336338,-5.5840454,26.291992
82.19453,-3.4076996,81.18213
57.898884,-3.4313812,16.018066
53.672527,-4.6869354,16.344727
31.369587,-3.7047882,4.270508
42.65739,-2.9875336,-22.197266
32.839386,-3.9185638,-68.98877
42.72811,-5.2660522,-104.47266
52.83822,-0.40124512,-64.02881
18.752459,-4.9463654,-109.75391
50.851467,-5.230194,-66.02002
12.304623,-31.926468,-91.96777
8.323921,-32.171906,-27.768066
14.928305,-33.621323,-78.91748
14.328289,-34.11058,-97.21875
28.230118,-33.801964,-55.106445
13.788542,-34.78334,-112.95947
20.332294,-33.291534,-60.76953
7.760805,-34.54328,-58.739746
-3.6523857,-33.54149,-47.802734
4.309147,-37.197342,-34.26123
12.361742,-34.91456,-70.57422
-8.530262,-35.01523,-25.997559
-1.6728516,0.34630585,173.03613
13.100784,3.853447,124.995605
17.357718,4.7917747,96.947266
17.703022,7.54076,132.49683
11.155668,8.095234,145.71143
32.617,8.619492,128.13159
17.252487,7.1954536,143.66846
22.852762,7.2880898,96.717285
26.083897,5.75531,128.81226
38.27029,7.050392,119.30908
47.08715,7.5758095,156.05957
17.426027,9.542507,83.671875
-19.935894,-9.03244,36.616455
-2.276188,-8.37096,98.686035
-2.755497,-8.42569,93.58032
-2.0959587,-7.132103,113.83423
-10.931309,-5.4880714,144.0061
-0.401886,-5.669121,172.03271
-0.672245,-5.745823,67.96973
6.7510376,-6.7824287,30.56128
14.245766,-6.7153435,55.845215
3.903408,-8.563351,20.097168
11.355068,-8.742531,18.234863
-19.2229,-6.2636375,23.654541
-8.85498,2.578373,65.03369
2.812088,1.6940918,56.7229
-3.982216,-0.22208786,15.925781
-13.876896,-1.4736633,-6.446045
-20.215355,-0.045726776,45.671875
-2.5956059,-0.46377563,-36.640137
-6.8309765,0.079422,-40.27173
3.192318,-0.027702332,-24.325195
1.7316456,-2.396408,-5.484131
15.869293,-1.4249649,7.3500977
10.16917,-1.4846764,20.09375
-7.1473713,1.9086304,36.1062
-10.993164,-1.4094734,-31.73877
-11.555222,-2.024311,-61.395996
-2.9552135,-0.8788109,6.431885
-6.4256763,-0.88705444,-1.402832
-4.473274,-0.6059418,-36.85913
-4.3921432,-0.079589844,21.181885
-3.909174,-0.54852295,24.875488
0.4990635,0.008609772,19.140625
-2.2721386,-1.0851707,-20.987793
0.32614517,-2.22966,-52.68506
1.8973427,-1.3294945,-47.114746
-8.2431965,-0.06570816,-67.92993
-6.055485,1.0957298,-24.134766
-4.0819893,0.3694687,-43.161865
-6.9098663,0.96810913,-28.104004
-6.4305305,1.0843124,-29.829346
-10.960945,1.018856,-6.336914
-0.4331379,2.2270775,35.894043
-1.648428,2.8072357,21.729004
1.2522202,2.7357063,42.370117
3.161337,2.3377304,24.762207
6.4372616,3.1643143,82.32202
5.4401493,3.570259,124.936035
-2.3762646,5.2115307,138.3794
-1.2610741,-1.9299965,97.95776
-0.6352253,-2.1060982,94.018555
-1.4232864,-2.8462715,107.71753
-2.3862953,-3.1722336,96.233154
2.1084728,-2.7175407,112.62012
-6.179804,-3.6775398,71.69409
1.0072231,-3.829029,66.92993
-1.732727,-4.612198,86.2937
-0.19872856,-2.7783089,118.47412
1.3073654,-3.4000893,87.26782
-5.4753494,-4.640705,53.589355
1.481617,-2.8004265,89.44824
1.8094368,-0.29154778,119.99634
5.296337,0.0550766,131.87842
1.9364166,-0.4294815,121.24463
1.0459652,0.07085037,108.18359
-1.9687424,-0.46234703,87.16504
-5.8127213,-0.9926357,62.483887
0.07324791,-0.4893837,89.471436
-3.6221523,-1.2301311,47.892334
-0.5775051,-1.4408665,34.25244
-1.9963531,-1.1325588,65.298096
0.96172523,-1.7191582,21.47461
0.58815956,-0.92025185,34.62378
-4.453888,2.3899803,36.60254
-1.7260208,2.0964928,65.73389
-7.6641026,1.1542397,35.564453
-1.0129452,0.9133091,37.95337
-1.3786201,1.3920727,50.308838
0.6469555,1.5112743,50.61792
-1.9860802,1.6093521,61.043945
-2.936266,0.7560711,37.33838
-0.108285904,0.8553238,45.02832
-5.4177628,0.83603287,25.205322
0.7194996,1.3231964,61.149902
-6.03063,0.6155491,48.794434
-4.631668,0.69078636,65.48755
-3.2018375,0.28344345,52.0542
-9.166485,-0.26767159,9.057129
-6.884691,-0.48361015,33.742188
-12.080076,-1.2125664,13.281738
-3.6522732,-0.30954742,33.777344
-7.8280735,0.05531311,33.231445
-5.9281445,0.117733,39.01172
-2.4172,0.19417381,34.054443
-4.1586742,0.3738079,52.879395
-0.014022827,0.37386894,32.300293
-10.49802,0.9160061,58.13623
-6.004183,3.1851082,38.547607
-6.563486,2.318678,26.713623
-5.556713,2.7133522,88.319824
-6.4355583,2.5576172,53.4375
-7.267872,2.9199715,67.45215
-6.2490177,2.154768,35.476807
-7.8173103,2.3247967,28.720459
-3.0350285,2.172865,41.922607
-7.58955,2.2115383,65.9939
-2.4151936,2.0417233,34.538086
-4.1194477,2.4098434,49.82617
-7.9382114,2.0844364,6.1105957
-5.790882,3.5903645,36.88159
-6.5621586,3.2290192,32.19458
-7.83634,1.8186016,1.0666504
-7.3205547,2.5968628,20.303467
-8.220501,1.6721153,34.761963
-3.7682896,3.2332058,70.36328
-1.5683422,3.4967403,99.70337
-2.7652588,2.6148396,47.86255
-1.6783657,2.7773304,47.92383
-6.8169136,2.416853,79.99414
-2.2456226,2.8798542,108.39331
-3.6123638,3.0164967,171.03394
-7.4600296,1.640995,134.67773
-7.1520443,1.1217728,128.3584
-12.018808,-0.02091217,106.12866
-11.601982,-0.7557068,105.08496
-11.557314,-1.3098526,105.16846
-12.02076,-1.1975632,111.333496
-5.9067326,-1.1272316,80.97998
0.3833847,-1.0377502,111.58569
0.58034515,-0.55317307,148.17749
-1.7609825,-0.3741417,130.6084
-10.144867,-0.5436363,111.72827
-16.330309,-1.9024658,75.60205
-10.185345,-0.8126068,70.0354
-14.920675,-0.7218361,64.7417
-10.296354,-0.09636688,89.64917
-11.679764,0.5830002,77.1936
-15.00581,-1.2084084,44.3396
-13.086035,-0.8400917,47.11377
-14.90934,-0.013923645,100.95874
-7.2509003,0.0894928,107.83716
6.9830093,-0.65727615,93.85083
-8.791859,-1.1612206,103.91846
-10.959179,-1.1409492,120.2771
-13.560753,-1.7425041,63.736572
-11.011541,-4.4676247,46.045654
-13.43174,-4.2729683,41.697266
-18.40588,-5.3896904,68.15503
-18.805376,-5.2537766,73.899414
-20.418728,-6.4771004,24.578613
-15.180635,-6.4640694,17.423828
-15.04838,-5.974777,17.521484
-14.345293,-6.6245728,3.2980957
-20.128315,-7.0974236,-17.253174
-22.64719,-7.8772125,-18.932129
-21.156433,-6.8554344,-8.62915
-14.923441,-6.018757,58.904785
-9.987785,-0.8055763,151.25562
-8.485634,0.14519882,174.35767
-13.684994,-1.3645821,67.41846
-16.591106,-1.6197739,46.185547
-16.42614,-2.203247,42.241943
-15.895618,-3.1311722,24.377686
-12.506355,-2.474846,39.00537
-13.444519,-2.099987,36.569824
-15.765358,-2.358757,28.512451
-17.668652,-3.1626587,-5.114502
-14.253567,-3.360218,-22.26831
-7.8977013,-2.6767578,13.513672
-16.925686,5.1363792,-45.965332
-21.136364,5.3779488,-16.127441
-19.338581,5.399662,25.380615
-14.991695,5.8325844,34.58374
-12.394993,6.695122,17.197021
-18.684368,6.312866,33.882324
-20.705173,5.576542,24.553223
-19.340027,5.520069,62.388184
-18.490112,6.0568542,61.029297
-18.325058,6.473278,78.47949
-13.899799,6.6089783,120.44116
-14.576054,6.123852,97.60791
-13.10836,10.94265,46.36499
-15.024406,9.501488,13.659668
-22.927124,8.957947,-2.9418945
-23.89444,7.7165146,-47.788574
-29.575764,7.141655,-40.66284
-23.306293,7.571007,-42.651855
-21.923111,8.80558,-50.122314
-18.48339,9.1960335,-61.455566
-15.8763275,9.670437,-41.748535
-18.89822,9.441345,1.9370117
-23.104969,9.737854,-12.35791
-22.886658,10.45792,20.625
-12.357098,-0.64837646,18.79541
1.5992279,-0.47174835,29.117188
-6.7554626,-0.2510376,60.00586
-13.605885,0.045074463,123.20947
-17.296825,-0.2157898,102.24658
-20.717747,-0.71746826,123.92383
-16.21661,-0.9199753,166.8247
-16.569473,-1.2285995,164.5752
-15.24865,0.119659424,177.2876
-20.772053,-1.4078827,132.2876
-20.983166,-2.115654,118.18555
-12.713589,-2.9005814,104.69385
7.117363,9.449425,79.200195
29.86457,9.162392,37.745117
15.779533,9.580414,75.26807
6.7875137,9.750793,-1.4833984
-7.033737,10.082153,29.458008
-6.4864426,9.994171,-1.1992188
-8.128407,10.277077,-39.67627
-14.706001,11.644691,11.350098
-11.882095,12.537178,17.466797
-14.074821,13.598396,15.76416
-10.490288,13.481194,4.39209
4.7242203,13.614838,31.049805
-6.1546097,33.779816,-3.1894531
-17.950653,33.070587,29.125
-6.4929466,32.008278,-38.98535
0.8975029,32.39273,40.04883
-3.0975685,29.916962,31.432129
-8.267082,28.62529,2.3110352
-7.997383,28.595825,25.485352
-18.89777,26.946167,-1.1376953
-14.982918,29.153114,-45.14258
-18.730999,28.369781,-81.00488
-10.283577,28.61467,-57.17383
1.4575005,26.961967,-69.98633
-4.028366,26.874008,-80.66992
-0.5552139,27.340271,-53.418457
-9.936886,27.398087,-24.48291
-7.430279,27.056366,-24.19336
-13.256008,26.796036,-10.300781
1.086235,27.670105,40.046875
-13.577778,27.22931,21.276855
26.220882,27.443771,31.703613
22.770985,29.713959,44.149902
3.018959,30.979248,134.68604
-0.22560883,30.483337,84.913574
-21.176033,29.295654,111.63965
4.7090073,-11.657028,61.896973
3.598297,-11.35849,50.46875
14.579189,-10.257919,69.12451
21.674149,-9.520203,142.89795
21.044724,-10.207535,57.433594
18.719418,-10.052811,40.367188
28.794338,-7.5167084,110.70654
50.933273,-9.747543,91.80322
32.639076,-8.285095,122.99072
90.7332,-8.773819,101.813965
-12.820896,-8.830078,94.58789
-3.2676277,-11.04538,53.25293
78.23633,-32.20439,130.4585
86.703964,-30.742996,142.58447
68.581535,-28.755707,197.62695
113.68321,-28.653069,107.24121
81.820984,-29.847015,116.74805
67.5869,-30.955154,46.552246
111.95561,-30.889374,78.60693
59.194897,-32.798523,27.807617
57.2048,-34.091278,26.771973
80.77647,-33.521378,41.083008
46.981926,-35.554703,12.218262
27.45942,-35.114716,3.2421875
6.83432,-0.28092957,76.76709
-18.247684,-0.3507843,68.08203
-14.543087,2.155983,26.84961
1.3366661,1.5011292,27.956543
5.2802505,-0.7313309,-37.308594
5.419384,-1.0212021,37.407227
-3.85672,-3.647522,-5.866699
-10.197926,-7.8021774,-53.807617
-7.7326317,-5.3965073,27.115234
-10.317459,-8.698151,-20.192383
-0.4651146,-7.1206436,-35.402832
10.679512,-4.1158524,55.47412
120.327484,-31.79454,-9.251953
121.411476,-31.41774,-35.01953
52.098373,-29.461662,-35.385254
51.15225,-27.833618,9.975586
46.601692,-24.99083,44.993652
46.44806,-25.036308,-11.083008
41.222603,-25.932312,-6.279297
2.0643234,-23.77987,64.34326
15.004969,-23.193878,38.26709
0.5813141,-24.153679,61.07129
-7.3718567,-22.721016,61.885742
-28.157734,-18.494705,80.10449
-31.884163,-1.6022224,153.7273
-38.43317,-3.3820877,159.47656
-50.562416,-4.5411453,166.80396
-56.286797,-6.107666,146.30884
-50.191772,-4.1850433,176.73633
-21.606335,-3.6994972,171.43726
-27.745522,-2.8350601,159.74292
-33.516056,-1.2260284,111.10474
-8.074757,-1.3573914,81.369385
12.844097,0.09457779,67.61328
24.848145,3.280037,73.93457
26.888924,8.875549,84.24121
15.609421,-8.393658,-39.51709
-21.540722,-9.890762,-54.34204
19.289394,-8.354328,-37.316162
-0.33956528,-10.291538,9.555664
8.395008,-12.618744,-30.948975
-10.116734,-13.250305,-48.21875
-16.275394,-13.755642,-28.517578
-9.566196,-12.344387,-21.088135
-9.577343,-10.287384,-9.835693
