RT_price_resid,DA_price_resid,load_resid
-0.10981178,2.3926334,-27.5542
0.7278881,2.3837357,-49.5625
-1.0736198,1.9475822,-27.374756
-1.8820705,1.7984047,-62.664307
-0.9201107,1.9554691,-32.02539
-0.4418869,1.8456669,-34.052246
-0.6840191,2.4540977,5.7841797
0.8600826,1.4805679,-49.47412
1.8939095,2.4371529,20.10913
0.26447487,2.1682358,6.6833496
0.6953316,1.314228,-51.157227
-1.2290268,2.2063637,-27.687744
-0.76828194,1.1933556,-25.421875
2.3878403,1.5259438,5.9052734
0.4285946,0.75928116,-7.1862793
0.21720505,1.3559761,4.64209
0.35923958,0.71040535,-24.286377
-0.5616474,0.4222908,-32.390137
-0.1762371,0.35954094,-28.239014
-0.8710079,0.4123726,-50.490723
0.8064499,0.13539505,-57.802002
-1.5476742,0.23169136,-79.98877
-0.63975906,0.6459274,-61.316895
0.92216873,1.4542694,-48.979004
-0.8850899,0.29537582,-74.833496
-0.20916748,0.34915924,-55.7334
-1.2636604,-0.5712242,-76.75928
-1.8514347,-0.3786621,-69.38989
-1.3551769,-0.6213875,-75.446045
-1.645649,-0.3324356,-44.085693
-0.5565262,-0.49006653,-65.10449
-0.7400265,-0.15594101,-54.196533
-0.8888588,-0.5829849,-3.9692383
-0.17120361,-0.39347458,-21.749023
-0.6159172,-0.03413391,34.556152
1.4527645,0.3558197,59.79956
-3.915947,0.8077698,79.553955
-2.470848,-0.18221664,44.61255
-2.4064865,-0.5998268,52.254395
-3.100586,-0.94124603,27.442871
-3.7254524,-0.9969444,95.27539
-3.436884,-1.5824928,56.88867
-4.229307,-1.4683838,12.050537
-3.9402313,-0.6637497,33.68042
-4.4512177,-1.6012459,24.167969
-2.940899,-1.1936569,26.857666
-5.3658466,-0.76558304,8.188965
-0.41316605,-1.0989914,18.312256
21.26285,0.41907883,20.57959
-5.374443,0.32489395,-9.893066
-5.775076,-0.14152527,-16.098145
-4.0331745,0.27280045,3.800293
-6.3356953,-0.29471588,-55.37622
17.928741,-0.52763367,-93.88379
12.065231,0.56166077,-42.296387
0.3618126,2.189312,31.959717
-5.3773994,1.3910065,-7.0373535
-6.9370174,1.5222244,-2.09375
-6.420595,2.045086,44.34082
-5.1058083,0.6881256,22.33374
-10.109644,-2.2991142,-3.8269043
-6.46134,-1.0013962,19.117432
-5.765394,-2.8272438,-54.8916
-1.8569775,-3.8302116,-76.81543
-2.3280468,-3.6531181,-67.51709
-2.8787708,-3.7111626,-92.59375
-8.348686,-3.3456192,-37.0979
-11.365738,-2.5803986,-46.16162
-7.5100727,-3.4434433,-48.611084
-8.752636,-3.8765106,-41.759033
-9.748205,-3.8218346,-40.347656
-7.615103,-3.8562431,-64.605225
3.4884033,-3.2244453,-48.432617
6.183674,-2.5176086,-14.683838
5.0043793,-2.8039742,-0.62353516
2.660698,-3.5392723,1.0251465
0.5451317,-3.3807564,24.965576
2.335762,-3.1824837,40.537354
0.029502869,-4.3053207,20.600342
2.2686234,-3.737915,43.415527
2.8460464,-4.192089,23.905273
4.400181,-4.7910843,-11.293457
1.178875,-4.629936,2.9160156
4.4034157,-4.207432,55.462402
-0.017681122,1.9252701,78.08667
0.12577057,1.71064,84.77344
-0.5043373,0.74279404,37.541504
2.4638214,1.3380051,46.29712
0.66083145,0.6887512,9.390625
0.3164177,0.6694565,50.170166
-0.7300377,0.8641281,30.60791
0.024616241,0.76109314,34.43286
-3.304596,0.82881165,6.197754
-0.6528435,1.9067345,66.822754
-3.6463928,1.4706955,29.384766
-3.4476395,0.7686386,28.060059
-2.5586205,-1.7295647,42.039307
-1.8985023,-2.3373566,5.975586
-2.4083061,-2.0751534,44.429443
-2.3440514,-1.8148956,48.58008
-4.314293,-1.7860756,44.73828
-4.4610977,-2.510624,22.874512
-5.2391014,-3.0157928,12.729248
-4.907936,-3.6490593,5.5927734
-5.924183,-3.247303,4.20459
-6.06427,-3.2856255,19.592041
-5.5567474,-3.0076637,30.190918
-5.404812,-3.048668,66.440674
-3.9059334,-2.7524872,48.21875
-2.3002625,-2.2965317,80.798584
-5.631447,-2.6896133,59.75
-6.436924,-2.928627,67.45386
-6.669029,-2.6189651,71.994385
-5.7957687,-2.8249588,88.52832
-6.5198936,-2.4451714,77.28345
-5.417347,-3.0913925,45.053223
-6.246769,-2.6708527,58.039307
-7.767647,-3.2491455,0.41308594
-4.431595,-3.7828293,-14.447754
-7.881485,-3.9624786,1.3269043
-6.951252,17.590157,-30.305176
-5.8097076,18.103676,15.108398
-4.782215,18.79435,16.882812
-6.428196,18.681873,0.70458984
-7.43758,18.440117,19.689209
-7.120369,18.30011,-26.91504
-5.5097275,18.65038,-3.5800781
-6.908222,18.710602,-2.7304688
-6.193989,18.957756,-16.329102
-6.918148,19.664791,1.6120605
-6.8222427,19.067307,14.746582
-0.48477554,17.477486,-61.64453
-10.255207,14.915146,-75.46484
-9.293198,14.420891,-94.45557
-8.604778,14.8007965,-75.40039
-12.464348,14.798546,-39.726074
-14.129559,14.01162,-72.76758
-11.785923,14.777229,-20.164062
-12.162376,14.701035,-21.726562
-10.617771,14.727081,-9.419434
-1.4192619,15.295418,-29.513184
-4.339981,15.157913,-24.124512
-1.7523842,14.429527,-49.13916
5.154114,14.455666,-9.758301
-13.479519,5.7274017,-21.707031
-14.652264,5.844467,4.2993164
-14.994396,6.0803986,11.637695
-20.656097,5.5437164,-6.959961
-20.567596,4.599701,-22.331543
-22.712475,4.344223,-17.481934
-18.461403,5.284607,17.085938
-14.909309,5.860901,16.740723
-15.660671,6.8421783,103.08252
-15.172417,8.088837,139.12598
-12.70153,7.524719,147.43164
-20.402058,5.6075287,122.47656
-11.132717,-3.9273834,75.9043
-12.655441,-4.717514,29.1792
-11.085632,-4.124008,43.16455
-11.16254,-2.9763641,43.299316
-12.231907,-3.3017273,-30.452637
-12.639923,-3.2805786,-81.896484
-14.912472,-2.448883,-79.82324
-11.1739235,-2.437561,-61.90674
-13.279118,-2.3112335,-82.1582
-12.442375,-1.0140686,-55.453613
-13.853165,-1.1245575,-55.36914
-13.00209,-4.704178,-97.28516
87.00868,-6.997299,-62.109375
20.259258,-6.519806,-70.19141
19.407528,-5.7332916,-56.581055
22.486748,-5.379532,-79.48047
2.843689,-5.256592,-63.931152
6.674034,-4.919281,-7.716797
3.2305374,-4.6731567,-27.312988
-8.899235,-5.257866,-30.629395
6.437359,-5.5975647,-61.20508
-9.149395,-5.7899246,-63.229492
